ZdcId;ZdCXEpsg2154;ZdCYEpsg2154;liftReason;liftStatus;liftMode;liftId;LiftPrivateId;liftSituation;liftDirection;liftStateUpdate;LiftState;ZdcName;ZdcCentroid
68494;678551;6864739;;available;LocalTrain;452;1130;Parvis Parking côté MARNE (Accès Parking);;2024-04-16T16:10:00+02:00;1;Lagny - Thorigny;48.882311183744406,2.7075297275335113
68963;690729;6872995;;available;LocalTrain;963;PMR 1138;Voies C/D;Province;2024-04-16T16:11:00+02:00;1;Meaux;48.95684523553582,2.8734032701852605
478505;654683;6843436;;available;LocalTrain;77;4554;Voies 46/47;Versailles RG;2024-04-16T16:11:00+02:00;1;Juvisy;48.68948528457435,2.384349407675193
60665;613968;6838779;;available;LocalTrain;504;4061;Quai B Voies 1bis/2bis;PARIS / PROVINCE;2024-04-16T16:10:00+02:00;1;Rambouillet;48.64346377253402,1.8322161455988866
63893;597329;6855983;;available;LocalTrain;66;4052;Voie 1;Dreux;2024-04-16T16:11:00+02:00;1;Houdan;48.79575019045752,1.602271168944976
64194;602269;6859647;;available;LocalTrain;557;4080;Quai V2 (côté BV);Paris;2024-04-16T16:11:00+02:00;1;Tacoignières - Richebourg;48.82946540016726,1.6686687067105102
64199;622436;6859589;;available;LocalTrain;951;PMR 4046;Quai 2;Paris;2024-04-16T16:11:00+02:00;1;Plaisir - Grignon;48.831686220899144,1.9433652698370267
71139;650043;6860284;;available;LocalTrain;131;4002;Parking <> Quais;Toutes Directions + TGV;2024-04-16T16:09:00+02:00;1;Gare Montparnasse;48.840667473222,2.319343055793772
65360;650013;6874332;;available;LocalTrain;906;PMR 2034;Voie 1;PONTOISE;2024-04-16T16:11:00+02:00;1;La Barre Ormesson;48.96699159191406,2.317279483312374
65485;649259;6874998;;available;LocalTrain;520;PMR 2036;Voie 1;PROVINCE;2024-04-16T16:11:00+02:00;1;Enghien-les-Bains;48.972921151119614,2.3069020649374017
66063;645809;6877648;;available;LocalTrain;1079;276592 - ASC.PMR 2047;Voie A - Côté Bâtiment Voyageur;Province;2024-04-16T16:09:00+02:00;1;Gros Noyer Saint-Prix;48.996467737664325,2.259439903998585
66335;641260;6878901;liftFailure;notavailable;LocalTrain;101;2504;Extérieur <> Souterrain;Paris;2024-04-16T16:09:00+02:00;2;Montigny - Beauchamp;49.00733441029001,2.1971044688770767
66335;641260;6878901;liftFailure;notavailable;LocalTrain;102;2505;Souterrain <> Quai;Paris / RER C Sud;2024-04-16T16:09:00+02:00;2;Montigny - Beauchamp;49.00733441029001,2.1971044688770767
66452;644589;6879759;;available;LocalTrain;565;PMR 2030;Quai 2 (Quai central);Province;2024-04-16T16:11:00+02:00;1;Saint-Leu-la-Forêt;49.01534486689381,2.242491971223697
66654;651599;6881605;;available;LocalTrain;523;PMR 2041;Quai 1 BV;PROVINCE;2024-04-16T16:11:00+02:00;1;Domont;49.03250960612192,2.3381073422259084
66659;636246;6881904;;available;LocalTrain;493;2512;Bureau de vente <> Quai 1;Pontoise;2024-04-16T16:10:00+02:00;1;Saint-Ouen-l'Aumône Liesse;49.033857284473044,2.128122080856142
66803;634670;6883250;;available;LocalTrain;1018;276105 - ASC. 9205 Q.2;QUAI 2 VOIE 1/2;paris/province;2024-04-16T16:09:00+02:00;1;Saint-Ouen-l'Aumône;49.04580090624681,2.106362748543858
64949;626695;6871546;;available;LocalTrain;942;PMR 3553;Quai 1;Paris;2024-04-16T16:11:00+02:00;1;Villennes-sur-Seine;48.93970499689796,1.9993140213092682
65441;646072;6874751;;available;LocalTrain;491;3540;Quai 1;Ermont;2024-04-16T16:10:00+02:00;1;Sannois;48.970440713928284,2.2634030834798415
65490;615672;6875285;;available;LocalTrain;954;PMR 3577;Quai 1 Voie A (Parvis);Province;2024-04-16T16:11:00+02:00;1;Aubergenville Élisabethville;48.971973398196354,1.8481145520099416
65669;646620;6875848;;available;LocalTrain;405;2026;Voie 6;Paris;2024-04-16T16:10:00+02:00;1;Ermont - Eaubonne;48.9803505000365,2.2707493528441973
65691;625532;6876183;;available;LocalTrain;828;PMR 3555;QUAI 1 / PASO;Province;2024-04-16T16:11:00+02:00;1;Vernouillet - Verneuil;48.9812654927877,1.9826241328962695
65985;623544;6877454;;available;LocalTrain;688;3550;Voies 3 / 4;PARIS / PROVINCE;2024-04-16T16:11:00+02:00;1;Les Clairières de Verneuil;48.99246009798325,1.9552376276505523
65994;620469;6877443;;available;LocalTrain;1023;386680 - ASC.PMR 3590;Quai côté BV;Paris;2024-04-16T16:09:00+02:00;1;Les Mureaux;48.991988000200806,1.9132253815821312
66095;634015;6877837;;available;LocalTrain;43;3564;Souterrain <> Hall;;2024-04-16T16:10:00+02:00;1;Conflans Sainte-Honorine;48.99706429282838,2.098249436481265
66816;633835;6883362;;available;LocalTrain;150;2507;Voies 13/14;Paris Nord / RER C Sud;2024-04-16T16:09:00+02:00;1;Pontoise;49.04672239071523,2.0949243691543806
66816;633835;6883362;;available;LocalTrain;151;2508;Voies 15/16;Paris Nord / RER C Sud;2024-04-16T16:09:00+02:00;1;Pontoise;49.04672239071523,2.0949243691543806
72179;646589;6868472;;available;LocalTrain;355;3522;Quai 2b;Paris;2024-04-16T16:10:00+02:00;1;Bois-Colombes;48.9140223449986,2.2712558239778398
72244;645719;6869526;liftFailure;notavailable;LocalTrain;36;3509;Hall <> Quais;Paris / Cormeilles;2024-04-16T16:10:00+02:00;2;Colombes;48.923427442804865,2.2592512582436
64021;636504;6857023;;available;LocalTrain;188;3085;Hall <> Quai;Paris Saint-Lazare;2024-04-16T16:09:00+02:00;1;Versailles Rive Droite;48.81014976735215,2.135375794900192
64251;636740;6860665;;available;LocalTrain;1055;382432 - ASC.PMR 3056;Quai A Voie 1;Province;2024-04-16T16:09:00+02:00;1;La Celle-Saint-Cloud;48.842925162835876,2.138047813129108
70705;637793;6859993;;available;LocalTrain;183;3087;Souterrain <>Voie B;Saint-Nom La Bretèche;2024-04-16T16:09:00+02:00;1;Vaucresson;48.83698449605122,2.152492676093872
70713;640293;6860118;;available;LocalTrain;400;3058;Voie 2;Paris;2024-04-16T16:10:00+02:00;1;Garches - Marnes-la-Coquette;48.83834506887409,2.1865326383885253
70713;640293;6860118;;available;LocalTrain;401;3059;Voies 1 / 3;Saint nom la Bretèche;2024-04-16T16:10:00+02:00;1;Garches - Marnes-la-Coquette;48.83834506887409,2.1865326383885253
71370;650511;6864202;;available;LocalTrain;261;LAZ ASC_00003;Salle d échange - Sortie Cour de Rome;;2024-04-16T16:08:00+02:00;1;Gare Saint-Lazare;48.875937635687144,2.3252630353731822
71475;649774;6865531;;available;LocalTrain;988;EQ11-A005-000000257;CR201;;2024-04-16T16:08:00+02:00;1;Pont Cardinet;48.88783183142733,2.3150580477407674
72073;648504;6866490;;available;LocalTrain;34;3007;Souterrain <> Voies C/D;Paris / Nanterre U / Maisons-Laffitte;2024-04-16T16:10:00+02:00;1;Clichy - Levallois;48.89635538025603,2.2976233799556622
72124;646399;6867525;;available;LocalTrain;674;PMR 3022;Passerelle QUAI B T3/V1;PROVINCE (Nanterre);2024-04-16T16:11:00+02:00;1;Bécon les Bruyères;48.9054907560421,2.268783244492471
72148;644099;6868020;;available;LocalTrain;52;3032;Passerelle <> Quai Voie B;Paris;2024-04-16T16:11:00+02:00;1;La Garenne-Colombes;48.909746339493424,2.237343683608389
463850;626971;6853194;;available;LocalTrain;975;393835 - ASC.PMR 4065;Voie 2B;Paris / La Défense;2024-04-15T22:14:00+02:00;1;Trappes;48.77470628205073,2.0062340343257286
63812;629884;6854562;;available;LocalTrain;1114;393843 - ASC.PMR 4618;Quai 3 côté BV;;2024-04-16T16:09:00+02:00;1;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;48.78733205816793,2.045644714119561
63880;636433;6855431;;available;LocalTrain;559;PMR 4074;Hall 2 Aile Ouest;Gare Routière;2024-04-16T16:11:00+02:00;1;Versailles Chantiers;48.795825758137916,2.1346466295780013
70829;642867;6863802;;available;LocalTrain;175;3084;Souterrain <> Quai Voie 2;Paris;2024-04-16T16:09:00+02:00;1;Suresnes Mont Valérien;48.87170781779651,2.221104233095995
71422;643783;6865057;;available;LocalTrain;1021;382382 - ASC.PMR 3095;Parvis;Paris;2024-04-16T16:09:00+02:00;1;Puteaux;48.88307415561747,2.233425200687075
412697;666998;6860181;;available;RapidTransit;506;NGMEPBS1;Quai 1;Chessy;2024-04-16T16:08:00+02:00;1;Noisy-le-Grand - Mont d'Est;48.84083252078285,2.550354208232076
412697;666998;6860181;;available;RapidTransit;507;NGMEPBS2;Quai 2;PARIS;2024-04-16T16:08:00+02:00;1;Noisy-le-Grand - Mont d'Est;48.84083252078285,2.550354208232076
478926;650832;6863860;liftFailure;notavailable;RapidTransit;191;AQ-AUBMHA;6, rue Auber - Entrée;;2024-04-16T16:08:00+02:00;2;Auber;48.87288670580568,2.329678946499895
64514;636541;6865899;;available;RapidTransit;556;asc-2;coté quai 2;St Germain en Laye;2024-04-16T16:08:00+02:00;1;Le Vésinet - Centre;48.88997280876825,2.134554937384069
64582;635588;6866773;;available;RapidTransit;221;AQ-LVLP2 E1083/02/1;Salle d échange - Quai 2;Ouest;2024-04-16T16:08:00+02:00;1;Le Vésinet - Le Pecq;48.89773748664249,2.1214265033855293
64582;635588;6866773;;available;RapidTransit;222;AQ-LVLP3 E1084/02/1;Entrée - Salle d échange;;2024-04-16T16:08:00+02:00;1;Le Vésinet - Le Pecq;48.89773748664249,2.1214265033855293
64741;640324;6869192;;available;RapidTransit;368;3103;Accès Robespierre;;2024-04-16T16:10:00+02:00;1;Houilles - Carrières-sur-Seine;48.91994631561521,2.18568007267621
64883;629713;6870733;;available;RapidTransit;145;3054;Voies A/B;Mantes la Jolie;2024-04-16T16:09:00+02:00;1;Poissy;48.93273143869497,2.0406434057701035
65048;637330;6872092;;available;RapidTransit;92;3038;Passerelle <> Quai Voies 2 & 2 Bis;Paris / Marne la Vallée / Boissy;2024-04-16T16:11:00+02:00;1;Maisons-Laffitte;48.945738659039,2.1443992377462995
66834;627693;6883553;;available;RapidTransit;23;3046;Souterrain <> Quai Voie 1;Terminus;2024-04-16T16:09:00+02:00;1;Cergy le Haut;49.047777280574785,2.0108832134677237
66858;629412;6883760;;available;RapidTransit;27;3045;Souterrain Quai Voie 2;Paris / Marne la Vallée / Boissy;2024-04-16T16:09:00+02:00;1;Cergy Saint-Christophe;49.04982971173148,2.034361112393179
68129;674672;6859943;;available;RapidTransit;238;ASCENSEUR 2 AQ-TOR2;Salle d échange - Quai 2;Ouest;2024-04-16T16:08:00+02:00;1;Torcy;48.8390394325169,2.654923594500673
68266;683356;6861692;;available;RapidTransit;285;PMR 1 AQ-SRSPMR1;Salle d échange - Quai 1;Est;2024-04-16T16:08:00+02:00;1;Val d'Europe;48.85505141353323,2.773167789440402
70393;661237;6856401;;available;RapidTransit;302;PMR 3 AQ-SMCPMR3;Salle d échange - Quai 1;Est;2024-04-16T16:08:00+02:00;1;Saint-Maur - Créteil;48.80651716402159,2.4722081131993185
70640;660633;6857960;;available;RapidTransit;300;PMR 2 AQ-JVLPMR2;Salle d échange - Quai 2;Ouest;2024-04-16T16:08:00+02:00;1;Joinville-le-Pont;48.8205012024299,2.4638402484769006
70902;639263;6865568;;available;RapidTransit;216;AQ-RUMPMR1;Salle d échange - Quais 1 / 2;Est / Ouest;2024-04-16T16:09:00+02:00;1;Rueil-Malmaison;48.88725884080773,2.171721761987919
70902;639263;6865568;;available;RapidTransit;398;E1977/07/1;Voirie - Quai 2;Saint Germain en Laye;2024-04-16T16:09:00+02:00;1;Rueil-Malmaison;48.88725884080773,2.171721761987919
71347;648261;6863964;;available;RapidTransit;206;AQ-ETLPMR3;Rue Carnot - Bureau de Vente;;2024-04-16T16:08:00+02:00;1;Charles de Gaulle - Etoile;48.87362054091737,2.2946169393668656
71517;644257;6866002;;available;RapidTransit;47;3082;Souterrain <> Quais 2 - 4;Paris / La Verrière;2024-04-16T16:10:00+02:00;1;La Défense;48.891613314980276,2.239764201537217
71517;644257;6866002;;available;RapidTransit;252;DEFPMR3;Salle d échange - Parvis sortie A;;2024-04-16T16:08:00+02:00;1;La Défense;48.891613314980276,2.239764201537217
71517;644257;6866002;;available;RapidTransit;307;PMR 6 AQ-DEFPMR6;Gare Routière - Sortie G - Salle d échange;;2024-04-16T16:08:00+02:00;1;La Défense;48.891613314980276,2.239764201537217
71590;661251;6859584;;available;RapidTransit;392;1646/07/1;Salle d'échange- Quai 1;Boissy;2024-04-16T16:08:00+02:00;1;Nogent-sur-Marne;48.835143666437645,2.4721089959462894
71590;661251;6859584;;available;RapidTransit;393;1647/07/1;Salle d'échange- Quai 2;Ouest - Paris;2024-04-16T16:08:00+02:00;1;Nogent-sur-Marne;48.835143666437645,2.4721089959462894
71630;660663;6860532;;available;RapidTransit;209;AQ-FTYQ2;Salle d échange - Quai 2;Ouest;2024-04-16T16:08:00+02:00;1;Fontenay-sous-Bois;48.84363354332744,2.464011049280062
71651;658521;6860976;;available;RapidTransit;306;PMR 4 AQ-VINPMR4;Rue Aubert - Quai 2;Ouest;2024-04-16T16:08:00+02:00;1;Vincennes;48.847492146964996,2.4347827510258964
71673;655700;6861156;;available;RapidTransit;275;PBS2 INCLINE SARL SDSA F70 114 1 02;Plateforme Correspondance - Quai;Ouest;2024-04-16T16:09:00+02:00;1;Nation;48.84892311614784,2.396324844598722
71673;655700;6861156;;available;RapidTransit;277;PBS3 FRANCELIFT E1094 01 1;Accès Bel Air - Plateforme Correspondance;;2024-04-16T16:09:00+02:00;1;Nation;48.84892311614784,2.396324844598722
71718;662384;6861626;;available;RapidTransit;409;E0032/08/1;Voirie Quai 2;Paris;2024-04-16T16:08:00+02:00;1;Val de Fontenay;48.85357473770413,2.4873632040379294
72929;663770;6852503;;available;RapidTransit;270;PBS1 (FRANCELIFT N°E 3055/04);Souterrain - Quai 1;Ouest;2024-04-16T16:08:00+02:00;1;Sucy - Bonneuil;48.771607507834304,2.507027525763353
72929;663770;6852503;;available;RapidTransit;276;PBS3 (FRANCELIFT N°E 3057/04);Salle d échange - Souterrain;;2024-04-16T16:08:00+02:00;1;Sucy - Bonneuil;48.771607507834304,2.507027525763353
72998;664265;6855071;;available;RapidTransit;352;PBS 2 (FRANCELIFT) N°E 1930/06/01;Couloir - Quai 2;Ouest;2024-04-16T16:08:00+02:00;1;La Varenne - Chennevières;48.794730741813865,2.513547434269496
72998;664265;6855071;;available;RapidTransit;353;PMR (ETNA-FAPEL) N°8-2973/94 MC 4455;Hall - Couloir;;2024-04-16T16:08:00+02:00;1;La Varenne - Chennevières;48.794730741813865,2.513547434269496
73604;632433;6874852;;available;RapidTransit;2;3040;Souterrain <> Quai 1 Voie 2;Paris / Marne la Vallée / Boissy;2024-04-16T16:09:00+02:00;1;Achères Ville;48.970060136624056,2.077108537410905
73605;632280;6877095;;available;RapidTransit;39;3568;Passerelle <> Voie 2;Mantes la Jolie;2024-04-16T16:10:00+02:00;1;Conflans Fin d'Oise;48.9902121291574,2.0746599058603743
73605;632280;6877095;;available;RapidTransit;379;3072;ACCES GARE HAUTE LIGNE A;;2024-04-16T16:10:00+02:00;1;Conflans Fin d'Oise;48.9902121291574,2.0746599058603743
73605;632280;6877095;;available;RapidTransit;382;3566;Accès Gare haute voie B;Paris;2024-04-16T16:10:00+02:00;1;Conflans Fin d'Oise;48.9902121291574,2.0746599058603743
73626;654142;6860665;;available;RapidTransit;126;5004;Salle d'échange <> Voies 2 & 4;Banlieue Nord;2024-04-16T16:09:00+02:00;1;Gare de Lyon;48.84439854732548,2.375147828585711
474151;652090;6862610;;available;RapidTransit;199;AQ-CLHPMR2;Salle d échange - Quai 2;RER A Ouest  - RER B Nord;2024-04-16T16:08:00+02:00;1;Châtelet les Halles;48.86174049828293,2.3469697519297594
62851;638458;6844216;;available;RapidTransit;291;PMR 2 AQ-BURYV2;Salle d échange - Quai 2;Nord;2024-04-16T16:09:00+02:00;1;Bures-sur-Yvette;48.69515911856477,2.1638280228301516
62890;636479;6844557;;available;RapidTransit;395;E0086/08/1;Surface - Quai 2 - Souterrain;Paris;2024-04-16T16:09:00+02:00;1;Gif-Sur-Yvette;48.69803452893027,2.136890790126321
63067;643917;6845511;;available;RapidTransit;386;PV_PBS 1;Parvis - Quai 1 - Souterrain;Sud;2024-04-16T16:09:00+02:00;1;Palaiseau - Villebon;48.707303249411694,2.237824868891946
63175;644599;6846587;liftFailure;notavailable;RapidTransit;424;EO251/08/1;Passerelle - Quai 2;Paris;2024-04-16T16:09:00+02:00;2;Palaiseau;48.71703957717305,2.2469533189472837
63320;646575;6848608;;available;RapidTransit;383;E 0834/07/1;Salle d'échange - Quai 1;Sud;2024-04-16T16:09:00+02:00;1;Massy - Verrières;48.73538263732187,2.273558142943125
69065;673841;6875149;liftFailure;notavailable;RapidTransit;426;2051;Quai 2 Voies 1/3;Paris Nord;2024-04-16T16:10:00+02:00;2;Mitry - Claye;48.97574923339876,2.642664425464986
69759;648616;6850757;;available;RapidTransit;298;PMR 2 AQ-ANTPMR2;Salle d échange - Quai 2;Nord;2024-04-16T16:09:00+02:00;1;Antony;48.7548758416019,2.3010503411122687
69906;649369;6852446;;available;RapidTransit;230;E 0162/07/1;Salle d échange - Quai 2;Nord;2024-04-16T16:09:00+02:00;1;Parc de Sceaux;48.770125567074636,2.3110920459081856
70623;651506;6858074;;available;RapidTransit;280;PMR 1 AQ-CUNPMR1;Salle d échange - Quai 1;Sud;2024-04-16T16:09:00+02:00;1;Cité Universitaire;48.82090447158522,2.339527130114497
71106;651308;6860229;;available;RapidTransit;231;ASC 2 AQ-PORO2;Salle d échange - Quai 2;Nord;2024-04-16T16:09:00+02:00;1;Port Royal;48.84026968044243,2.3365839731374556
72211;653226;6868926;;available;RapidTransit;143;2008;Bureau de Ventes <> Quai 1;Aéroport CDG / Mitry;2024-04-16T16:09:00+02:00;1;La Plaine Stade de France;48.91862150767566,2.3617573190817547
72598;654926;6869468;;available;RapidTransit;490;2007;Voie 1B;Province (Aulnay);2024-04-16T16:10:00+02:00;1;La Courneuve - Aubervilliers;48.92361671316608,2.384895668985735
73439;665894;6870681;;available;RapidTransit;464;2208;Quai 2 / voies 2bis & 1;PARIS (Mitry);2022-10-21T16:10:00+02:00;1;Sevran - Livry;48.935199399190424,2.5344693500102795
73596;667820;6879025;;available;RapidTransit;4;2002;Hall <> Quai 2;Paris / RER B Sud;2024-04-16T16:10:00+02:00;1;Aéroport CDG 1 (Terminal 3);49.01032877916245,2.5601233228300644
73699;668700;6878370;;available;RapidTransit;5;2003;Hall <> Quai 3;Paris / RER B Sud;2024-04-16T16:10:00+02:00;1;Aéroport CDG - Terminal 2 (TGV);49.004482612572104,2.5722005365856058
73753;653444;6851180;;;Tramway;1123;ASC03/ASC04 - EQ11-A005-000000370/EQ11-A005-000000371;salle d'accueil NORD / mezzanine / quai;Saint-Denis-Pleyel;;;Porte de Thiais;48.759046487560965,2.3666739877043614
422420;638914;6856511;;available;Tramway;551;PBS2;VRD Quai 2/ MZH;Chatillon;2024-04-16T16:09:00+02:00;1;Viroflay Rive Droite;48.80577812424469,2.168263692554061
72323;652061;6870776;;available;Tramway;1090;271015 - ASC.PMR 2604;Voie 2/3 - Quai 2;Paris;2024-04-16T16:09:00+02:00;1;Saint-Denis;48.935171574002126,2.345652142289722
72037;661799;6866187;;available;Tramway;356;1061;Quai 1;Tram-Train;2024-04-16T16:10:00+02:00;1;Bondy;48.89455680358854,2.4789808287235164
72037;661799;6866187;;available;Tramway;357;1062;Quai 2;Meaux;2024-04-16T16:10:00+02:00;1;Bondy;48.89455680358854,2.4789808287235164
72037;661799;6866187;;available;Tramway;359;1064;Sortie Route Villemomble;;2024-04-16T16:10:00+02:00;1;Bondy;48.89455680358854,2.4789808287235164
65227;650785;6873371;;available;Tramway;629;PMR 2258;Quai 2 /Ligne H;EPINAY SUR SEINE;2024-04-16T16:11:00+02:00;1;Épinay - Villetaneuse;48.95840983032866,2.3279346256054603
72396;651821;6873542;;available;Tramway;665;PMR 2261;Quai 2;EPINAY SUR SEINE;2024-04-16T16:11:00+02:00;1;Villetaneuse Université;48.96002592665349,2.3420618145833942
72641;657905;6870271;;available;Tramway;1094;697359 - ASC.PMR 2612;Voie 1 - Quai 1;Terminus Bourget;2024-04-16T16:09:00+02:00;1;Le Bourget;48.93103938762575,2.4254675081764994
72787;653865;6873792;;available;Tramway;602;PMR 2270;Quai Central/Paso;Paris /Province;2024-04-16T16:11:00+02:00;1;Pierrefitte - Stains;48.96242384182898,2.3699464715911707
72787;653865;6873792;;available;Tramway;611;PMR 2265;Parvis / Paso;BOURGET(LE) / EPINAY SUR SEINE;2024-04-16T16:11:00+02:00;1;Pierrefitte - Stains;48.96242384182898,2.3699464715911707
69662;657126;6849699;;available;Tramway;1082;546226 - ASC.PMR 4561;Voie 2 - Quai 1;Paris;2024-04-16T16:09:00+02:00;1;Les Saules;48.74598178766881,2.416909060843077
69662;657126;6849699;;available;Tramway;1083;546226 - ASC.PMR 4562;Voie 1 - Quai 2;Province;2024-04-16T16:09:00+02:00;1;Les Saules;48.74598178766881,2.416909060843077
64382;630423;6863522;undefinedEquipmentProblem;notavailable;Tramway;163;3091;Passerelle <> Quai 1;Saint-Germain Grande Ceinture;2019-12-06T16:41:00+01:00;4;Saint-Nom-la-Bretèche Forêt de Marly;48.867965850875954,2.051515547046897
60450;657829;6836288;;available;Tramway;49;5002;Hall <> Quai 2;Paris;2024-04-16T16:10:00+02:00;1;Évry - Courcouronnes;48.625405362673014,2.427791286942072
63244;645544;6847442;;available;Tramway;480;4212;Quai A / voies 2/ 4;Paris;2024-04-16T16:10:00+02:00;1;Massy - Palaiseau;48.72480971626525,2.2596886627663513
63244;645544;6847442;;available;Tramway;485;MAPA PMR4-VR227;Quai 2;Nord;2024-04-16T16:09:00+02:00;1;Massy - Palaiseau;48.72480971626525,2.2596886627663513
483315;649868;6856158;;available;Metro;1033;ASC 1 - EQ11-A005-000000307;CR202;Bagneux – Lucie Aubrac;2024-04-16T16:07:00+02:00;1;Bagneux - Lucie Aubrac;48.80354814483759,2.3174447475670443
483315;649868;6856158;;available;Metro;1036;ASC 2 - EQ11-A005-000000308;CR201;Porte de Clignancourt;2024-04-16T16:07:00+02:00;1;Bagneux - Lucie Aubrac;48.80354814483759,2.3174447475670443
70586;650128;6857831;;available;Metro;746;PBS1 (FRANCELIFT);Quai arrivé niveau -3;Palier intermétiaire (CR207);2024-04-16T16:07:00+02:00;1;Mairie de Montrouge;48.8186139988321,2.3207885883263857
70586;650128;6857831;;available;Metro;749;PBS2 (FRANCELIFT);Quai depart niveau -3;Palier intermétiaire(CR207) et salle d'accès;2024-04-16T16:07:00+02:00;1;Mairie de Montrouge;48.8186139988321,2.3207885883263857
71223;652072;6861896;;available;Metro;704;CITE1;Tête quai 1;Salle d'Accès;2024-04-16T16:07:00+02:00;1;Cité;48.85531823894101,2.3468049207847352
71223;652072;6861896;;available;Metro;707;CITE2;Queue quai 2;Salle d'Accès;2024-04-16T16:07:00+02:00;1;Cité;48.85531823894101,2.3468049207847352
71426;652314;6865095;;available;Metro;325;ASCENSEUR PBS1;Salle d échange - Quai;Sortie Uniquement;2024-04-16T16:07:00+02:00;1;Barbès - Rochechouart;48.88410415631916,2.349743887872127
69884;660631;6852236;;available;Metro;447;MPR3;Voirie - Salle d'échange;Balard/Créteil;2024-04-16T16:08:00+02:00;1;Pointe du Lac;48.76902230369927,2.4643418472937433
71199;648514;6861244;;available;Metro;376;LMPGAS2;Salle d'échange - Quai 2;Nation;2024-04-16T16:08:00+02:00;1;La Motte-Picquet - Grenelle;48.849180359811044,2.298395515232863
71492;651581;6865708;;available;Metro;728;LAM2;CR203/Salle d'accès - CR211;Les 2 directions (Mairie d'Issy - Front Populaire);2024-04-16T16:08:00+02:00;1;Lamarck - Caulaincourt;48.88956194942645,2.339679111221388
72524;654660;6868403;;available;Metro;1057;ASC 01 - EQ11-A005-000000289;Quai direction Mairie d'Aubervill. / ligne de contrôle - Sud;Marie d'Aubervilliers;2024-04-16T16:08:00+02:00;1;Mairie d'Aubervilliers;48.91402109355234,2.38137969523255
72524;654660;6868403;;available;Metro;1058;ASC 02 - EQ11-A005-000000290;Quai direction Paris / ligne de contrôle - Sud;Mairie d'Issy;2024-04-16T16:08:00+02:00;1;Mairie d'Aubervilliers;48.91402109355234,2.38137969523255
74041;653500;6867580;;available;Metro;719;F POP PBS2;Quai 2 et Salle d'Accès;Direction Mairie d'Issy;2024-04-16T16:08:00+02:00;1;Front Populaire;48.9065375130358,2.36564350156231
71324;650465;6863545;;available;Metro;266;MAD ASC_00004;Niveau Intermédiaire - Quai 2;Saint-Lazare;2024-04-16T16:08:00+02:00;1;Madeleine;48.870025864342686,2.324712501778891
71576;654968;6859428;;available;Metro;254;EMI ASC_00001;Surface - Salle d échange;;2024-04-16T16:08:00+02:00;1;Cour Saint-Emilion;48.83333236035467,2.3865332328546014
71607;654587;6860063;;available;Metro;242;BCY ASC_00002;Salle d échange - Quai 2;Saint-Lazare;2024-04-16T16:08:00+02:00;1;Bercy;48.83901624451493,2.381275335129965
73788;651162;6863131;;available;Metro;313;PYR ASC_00001;Surface - Salle d échange;;2024-04-16T16:08:00+02:00;1;Pyramides;48.866356075018246,2.334261506174281
71860;656312;6863700;;available;Metro;785;SAFA2;Accès rez de voirie;Salle d'accès puis escalier pour L3bis;2024-04-16T16:07:00+02:00;1;Saint-Fargeau;48.87184289742127,2.4044027559894476
72286;647527;6870300;liftFailure;notavailable;Tramway;370;CPMR2;Salle d'échange - Quai 2;Châtillon;2024-04-16T16:08:00+02:00;2;Asnières - Gennevilliers Les Courtilles;48.93053743460488,2.2838270600573125
70811;642900;6863334;;available;Tramway;338;ASCENSEUR AQ-T2SUPMR;4, rue Merlin de Thionville;La Défense - Issy - Val de Seine;2024-04-16T16:09:00+02:00;1;Suresnes Longchamp;48.867502176391284,2.2216169860454413
71989;655571;6865597;;available;Tramway;764;CR 217;Salle d'accès - Quai 2;Bobigny Pablo Picasso;2024-04-16T16:07:00+02:00;1;Porte de Pantin;48.88885145686,2.394102678166121
424396;655233;6857258;;available;RapidTransit;1085;545301 - ASC.PMR 4601;Voie 2 - Quai 1;Province;2024-04-16T16:09:00+02:00;1;Ivry-sur-Seine;48.81383556300884,2.390371385612401
60072;644037;6832012;;available;RapidTransit;861;PMR 4190;QUAI 1;PROVINCE;2024-04-16T16:11:00+02:00;1;Arpajon;48.58589785821807,2.241218402853564
60072;644037;6832012;;available;RapidTransit;864;PMR 4191;QUAI 2;PARIS;2024-04-16T16:11:00+02:00;1;Arpajon;48.58589785821807,2.241218402853564
60247;648539;6834318;;available;RapidTransit;460;4202;Quai 2  Voies 1/3;Province (ETAMPLE);2024-04-16T16:10:00+02:00;1;Brétigny;48.60701351429516,2.301979653422405
60247;648539;6834318;;available;RapidTransit;461;4203;Quai 3  Voies 2/4;PARIS;2024-04-16T16:10:00+02:00;1;Brétigny;48.60701351429516,2.301979653422405
65305;647737;6873961;;available;RapidTransit;572;2520;Accès Quai 1;Paris;2024-04-16T16:11:00+02:00;1;Saint-Gratien;48.963474598079735,2.286241421030079
69487;640111;6855786;;available;RapidTransit;1067;393173 - ASC.PMR 4571;Quai 2 Voie 3 et 4;Province;2024-04-16T16:09:00+02:00;1;Chaville - Vélizy;48.799370363371736,2.1846625909276614
69487;640111;6855786;;available;RapidTransit;1068;393173 - ASC.PMR 4572;Quai 3 Voie 2;Province;2024-04-16T16:09:00+02:00;1;Chaville - Vélizy;48.799370363371736,2.1846625909276614
