ZdcId;ZdCXEpsg2154;ZdCYEpsg2154;liftReason;liftStatus;liftMode;liftId;LiftPrivateId;liftSituation;liftDirection;liftStateUpdate;LiftState;ZdcName;ZdcCentroid
73688;650758;6864095;liftFailure;notavailable;RapidTransit;63;1007;Place Berry <> Terrasse Supérieure;;2024-04-16T16:11:00+02:00;2;Haussmann Saint-Lazare;48.87499434686468,2.3286428934817898
67625;682296;6848812;;available;LocalTrain;176;1032;Voie C;Paris / Province;2024-04-16T16:09:00+02:00;1;Tournan;48.73918504345026,2.7592568747269577
67625;682296;6848812;;available;LocalTrain;177;1033;Voie A <> Souterrain;Paris / Province;2024-04-16T16:09:00+02:00;1;Tournan;48.73918504345026,2.7592568747269577
68653;686124;6867042;;available;LocalTrain;545;1135;Quai 1 Voie B;Paris;2024-04-16T16:11:00+02:00;1;Esbly;48.90322952372365,2.8107164481224154
68653;686124;6867042;;available;LocalTrain;546;1136;Quai 2 Voie A;Province;2024-04-16T16:11:00+02:00;1;Esbly;48.90322952372365,2.8107164481224154
68963;690729;6872995;;available;LocalTrain;962;PMR 1137;Voies A/B;Paris;2024-04-16T16:11:00+02:00;1;Meaux;48.95684523553582,2.8734032701852605
478505;654683;6843436;;available;LocalTrain;75;4552;Voies 42/43;Austerlitz / St Quentin / Etampes;2024-04-16T16:11:00+02:00;1;Juvisy;48.68948528457435,2.384349407675193
478505;654683;6843436;;available;LocalTrain;80;4557;Voies 46/47;Versailles RG;2024-04-16T16:11:00+02:00;1;Juvisy;48.68948528457435,2.384349407675193
478505;654683;6843436;;available;LocalTrain;81;4558;Sortie ville Accès Seine;;2024-04-16T16:11:00+02:00;1;Juvisy;48.68948528457435,2.384349407675193
61218;676700;6796441;;available;LocalTrain;591;PMR 5201;Quai 1 Voie 1;Province;2024-04-16T16:11:00+02:00;1;Nemours Saint-Pierre;48.26788861478881,2.6859938415851614
61579;679762;6812898;;available;LocalTrain;588;PMR 5204;Voie 2 (Hall);Province;2024-04-16T16:11:00+02:00;1;Fontainebleau - Avon;48.41605368655525,2.7264908035650923
463754;642314;6858167;;available;LocalTrain;946;PMR 4040;Quai central;Province;2024-04-16T16:11:00+02:00;1;Sèvres Rive Gauche;48.82098383672092,2.214330012859007
463754;642314;6858167;;available;LocalTrain;947;PMR 4041;BV;PARIS;2024-04-16T16:11:00+02:00;1;Sèvres Rive Gauche;48.82098383672092,2.214330012859007
63893;597329;6855983;;available;LocalTrain;67;4053;Voie 2;Paris;2024-04-16T16:11:00+02:00;1;Houdan;48.79575019045752,1.602271168944976
64194;602269;6859647;;available;LocalTrain;558;4081;Quai V1;Province;2024-04-16T16:11:00+02:00;1;Tacoignières - Richebourg;48.82946540016726,1.6686687067105102
64199;622436;6859589;;available;LocalTrain;950;PMR 4045;Quai 1;Province;2024-04-16T16:11:00+02:00;1;Plaisir - Grignon;48.831686220899144,1.9433652698370267
70505;646591;6857294;;available;LocalTrain;596;PMR 4010;Quai Central;Paris / Province;2024-04-16T16:11:00+02:00;1;Clamart;48.813501355636845,2.2726878517936817
65910;646087;6876959;;available;LocalTrain;924;PMR 2043;QUAI 2;Province;2024-04-16T16:11:00+02:00;1;Ermont Halte;48.99029585216023,2.263326598927547
66335;641260;6878901;liftFailure;notavailable;LocalTrain;100;2503;Souterrain <> Quai;Pontoise;2024-04-16T16:09:00+02:00;2;Montigny - Beauchamp;49.00733441029001,2.1971044688770767
67000;650476;6885366;;available;LocalTrain;541;PMR 2046;Quai 2 (central);Paris/Province;2024-04-16T16:11:00+02:00;1;Montsoult - Maffliers;49.06624012643221,2.322309449519168
67292;647353;6894450;;available;LocalTrain;1103;276469 - ASC.PMR 2080;Quai 1;Pontoise;2024-04-16T16:09:00+02:00;1;Persan - Beaumont;49.14766321179154,2.278440482204554
67292;647353;6894450;;available;LocalTrain;1105;276469 - ASC.PMR 2082;Quai 3;Province;2024-04-15T22:11:00+02:00;1;Persan - Beaumont;49.14766321179154,2.278440482204554
65063;645564;6872149;;available;LocalTrain;495;3530;QUAI 20 VOIE 1;PROVINCE;2024-04-16T16:10:00+02:00;1;Argenteuil;48.947000798257974,2.256799272108064
65063;645564;6872149;;available;LocalTrain;499;3534;QUAI 25 VOIES 2/E;PARIS;2024-04-16T16:10:00+02:00;1;Argenteuil;48.947000798257974,2.256799272108064
65691;625532;6876183;;available;LocalTrain;837;PMR 3558;PARKING;Paris / Paso;2024-04-16T16:11:00+02:00;1;Vernouillet - Verneuil;48.9812654927877,1.9826241328962695
65931;605118;6877335;;available;LocalTrain;96;3573;Passerelle <> Quais G & H;Paris / Province;2024-04-16T16:11:00+02:00;1;Mantes-la-Jolie;48.98893390153556,1.7035160294352776
65994;620469;6877443;;available;LocalTrain;1024;386680 - ASC.PMR 3591;Quai central;Province;2024-04-16T16:09:00+02:00;1;Les Mureaux;48.991988000200806,1.9132253815821312
67131;624819;6889423;;available;LocalTrain;1052;381178 - ASC.PMR 3542;QUAI A;PARIS;2024-04-16T16:09:00+02:00;1;Us;49.10022208210265,1.970526138779246
67131;624819;6889423;;available;LocalTrain;1053;381178 - ASC.PMR 3543;QUAI B;PROVINCE;2024-04-16T16:09:00+02:00;1;Us;49.10022208210265,1.970526138779246
72287;645828;6870371;;available;LocalTrain;938;PMR 3529;Quai 2;Paris;2024-04-16T16:11:00+02:00;1;Le Stade;48.93103506785668,2.260630674728849
422067;642464;6862107;;available;LocalTrain;456;3204;Quai 2 / voie 2 / voie C;Paris/St CLOUD;2024-04-16T16:10:00+02:00;1;Le Val d'Or;48.85642930763446,2.215839956095826
64251;636740;6860665;;available;LocalTrain;1056;382432 - ASC.PMR 3057;Quai B Voie 2 BV;Paris;2024-04-16T16:09:00+02:00;1;La Celle-Saint-Cloud;48.842925162835876,2.138047813129108
71475;649774;6865531;;available;LocalTrain;989;EQ11-A005-000000252;QX141;;2024-04-16T16:08:00+02:00;1;Pont Cardinet;48.88783183142733,2.3150580477407674
71475;649774;6865531;;available;LocalTrain;990;EQ11-A005-000000253;QX141;;2024-04-16T16:08:00+02:00;1;Pont Cardinet;48.88783183142733,2.3150580477407674
71475;649774;6865531;;available;LocalTrain;991;EQ11-A005-000000254;QX142;;2024-04-16T16:08:00+02:00;1;Pont Cardinet;48.88783183142733,2.3150580477407674
72073;648504;6866490;liftFailure;notavailable;LocalTrain;35;3008;Souterrain <> Voies E/F;Paris / Nanterre U / Maisons-Laffitte;2024-04-16T16:10:00+02:00;2;Clichy - Levallois;48.89635538025603,2.2976233799556622
72124;646399;6867525;;available;LocalTrain;668;PMR 3020;Parvis Accès ASNIERES;Toutes directions;2024-04-16T16:11:00+02:00;1;Bécon les Bruyères;48.9054907560421,2.268783244492471
72124;646399;6867525;;available;LocalTrain;680;PMR 3024;Passerelle QUAI C V2/T2;PARIS;2024-04-16T16:11:00+02:00;1;Bécon les Bruyères;48.9054907560421,2.268783244492471
72124;646399;6867525;;available;LocalTrain;686;PMR 3026;Parvis Accès COURBEVOIE;Toutes directions;2024-04-16T16:11:00+02:00;1;Bécon les Bruyères;48.9054907560421,2.268783244492471
72132;647388;6867580;;available;LocalTrain;7;3002;VOIE C;PARIS;2024-04-16T16:11:00+02:00;1;Asnières-sur-Seine;48.90606693921482,2.282267463487678
72132;647388;6867580;;available;LocalTrain;8;3003;VOIE D/E;PARIS Trains Omnibus / CORMEILLE;2024-04-16T16:11:00+02:00;1;Asnières-sur-Seine;48.90606693921482,2.282267463487678
463850;626971;6853194;;available;LocalTrain;976;393835 - ASC.PMR 4066;Voies 1B/2;Paris / Province;2024-04-16T16:11:00+02:00;1;Trappes;48.77470628205073,2.0062340343257286
63426;622345;6851106;;available;LocalTrain;1101;393256 - ASC.PMR 4610;Quai 2  - Opposé Bâtiment Voyageurs;Paris / Province;2024-04-16T16:09:00+02:00;1;La Verrière;48.75538842871317,1.9436715947128136
63880;636433;6855431;;available;LocalTrain;539;4073;Passerelle 2 /Voies B-C;La Défense / Dourdan / Etampes / Paris M;2024-04-16T16:11:00+02:00;1;Versailles Chantiers;48.795825758137916,2.1346466295780013
70686;641294;6858803;;available;LocalTrain;981;382341 - ASC.PMR 3060;côté BV Rue Riocreux;Paris;2024-04-16T16:11:00+02:00;1;Sèvres - Ville-d'Avray;48.82661131304008,2.2003510716538948
73749;642535;6860873;;available;LocalTrain;432;3200;Passage Souterrain accès DAILLY;PARIS SAINT LAZARE;2024-04-16T16:10:00+02:00;1;Saint-Cloud;48.84533851340779,2.2169743252297454
478926;650832;6863860;liftFailure;notavailable;RapidTransit;192;AQ-AUBMHE;Mezzanine centre - Salle d échange;;2024-04-16T16:08:00+02:00;2;Auber;48.87288670580568,2.329678946499895
478926;650832;6863860;;available;RapidTransit;236;ASC135 AQ-AUB136 / ASC137 AQ-AUB138;Entrée - Mezzanine;;2024-04-16T16:08:00+02:00;1;Auber;48.87288670580568,2.329678946499895
64883;629713;6870733;;available;RapidTransit;146;3053;Voies C/D;Paris;2024-04-16T16:09:00+02:00;1;Poissy;48.93273143869497,2.0406434057701035
64883;629713;6870733;;available;RapidTransit;147;3052;Voies E;Paris;2024-04-16T16:09:00+02:00;1;Poissy;48.93273143869497,2.0406434057701035
64883;629713;6870733;;available;RapidTransit;148;3051;Hall <> Gare Routière;Paris;2024-04-16T16:09:00+02:00;1;Poissy;48.93273143869497,2.0406434057701035
64918;638310;6871175;;available;RapidTransit;169;3048;Souterrain <> Quai B;Paris Cergy;2024-04-16T16:09:00+02:00;1;Sartrouville;48.93758773808491,2.1579111492658636
66436;632653;6879782;;available;RapidTransit;107;3042;Passerelle <> Quai Voie 1;Cergy;2024-04-16T16:09:00+02:00;1;Neuville Université;49.01441118342278,2.0793281202997607
68129;674672;6859943;;available;RapidTransit;317;TORCY PMR3 FRANCELIFTE22;Voirie - Souterrain;;2024-04-16T16:08:00+02:00;1;Torcy;48.8390394325169,2.654923594500673
68153;671822;6860457;;available;RapidTransit;296;PMR 2 AQ-NSLPMR2;Salle d échange - Quai 2;Ouest;2024-04-16T16:08:00+02:00;1;Noisiel;48.843543638602995,2.6160608554027807
70359;662250;6856201;;available;RapidTransit;389;E 0083/07/1;Salle d'échange - Souterrain;;2024-04-16T16:08:00+02:00;1;Le Parc de Saint-Maur;48.8047785780141,2.4860183179333393
70393;661237;6856401;;available;RapidTransit;305;PMR 4 AQ-SMCPMR4;Salle d échange - Quai 2;Ouest;2024-04-16T16:08:00+02:00;1;Saint-Maur - Créteil;48.80651716402159,2.4722081131993185
70945;642960;6866512;;available;RapidTransit;437;NAP PBS6 (Nord);Salle des Echanges - Quai 1/1C - Quai 2;St-Germain-en-Laye et Boissy - Chessy;2024-04-16T16:09:00+02:00;1;Nanterre Préfecture;48.89608587271126,2.222008022096025
70945;642960;6866512;;available;RapidTransit;476;PESARO;Voirie - Quai 2;Cergy Pontoise;2024-04-16T16:09:00+02:00;1;Nanterre Préfecture;48.89608587271126,2.222008022096025
71347;648261;6863964;;available;RapidTransit;205;AQ-ETLPMR2;Salle d échange - Quai 2;Ouest;2024-04-16T16:08:00+02:00;1;Charles de Gaulle - Etoile;48.87362054091737,2.2946169393668656
71347;648261;6863964;;available;RapidTransit;207;AQ-ETLPMR4;Salle d échange - Bureau de Vente;;2024-04-16T16:08:00+02:00;1;Charles de Gaulle - Etoile;48.87362054091737,2.2946169393668656
71517;644257;6866002;;available;RapidTransit;46;3081;Souterrain <> Quais 1 - 3;St-Cloud / Versailles RD / St Nom la Bretèche / La Verrière;2024-04-16T16:10:00+02:00;1;La Défense;48.891613314980276,2.239764201537217
71517;644257;6866002;;available;RapidTransit;312;PMR4 AQ-DEFPMR4;Salle d'échange Sud/Ouest-Mezzanine Ouest-Quai Métro Ligne 1;Esplanade de La Défense;2024-04-16T16:08:00+02:00;1;La Défense;48.891613314980276,2.239764201537217
71630;660663;6860532;;available;RapidTransit;208;AQ-FTYQ1;Salle d échange - Quai 1;Est;2024-04-16T16:08:00+02:00;1;Fontenay-sous-Bois;48.84363354332744,2.464011049280062
71651;658521;6860976;;available;RapidTransit;303;PMR 3 AQ-VINPMR3;Rue Aubert - Quai 1;Est;2024-04-16T16:08:00+02:00;1;Vincennes;48.847492146964996,2.4347827510258964
72881;663648;6850431;;available;RapidTransit;391;E 1982/07/1;Passage souterrain - Q2-Q4;Terminus;2024-04-16T16:08:00+02:00;1;Boissy-Saint-Léger;48.75296552599631,2.5055440867383423
72929;663770;6852503;;;RapidTransit;336;ASC BAT V  AQ - SUBOBV;;;;;Sucy - Bonneuil;48.771607507834304,2.507027525763353
72929;663770;6852503;;available;RapidTransit;478;PBS5 (FRANCELIFT E 0914/10/1);Passerelle Sortie;;2024-04-16T16:08:00+02:00;1;Sucy - Bonneuil;48.771607507834304,2.507027525763353
73163;669192;6860408;;available;RapidTransit;301;PMR 2 AQ-NCHPMR2;Salle d échange - Quai 2;Ouest;2024-04-16T16:08:00+02:00;1;Noisy - Champs;48.84298260074526,2.5802300041150192
73190;664344;6861567;;available;RapidTransit;271;PBS1 FRANCELIFT ref E2939/04/01;Salle d echange - Quai 1;Est;2024-04-16T16:08:00+02:00;1;Neuilly-Plaisance;48.853155600432416,2.514078649054266
73626;654142;6860665;;available;RapidTransit;125;5003;Salle d'échange <> Voies 1 & 3;Banlieue Sud;2024-04-16T16:09:00+02:00;1;Gare de Lyon;48.84439854732548,2.375147828585711
73626;654142;6860665;;available;RapidTransit;127;5005;Salle d'échange <> Quai N;Grandes Lignes;2024-04-16T16:09:00+02:00;1;Gare de Lyon;48.84439854732548,2.375147828585711
73626;654142;6860665;;available;RapidTransit;235;ASC GL8 AQ-GDL8 / ASC GL9 AQ-GDL9;Salle d échange - Quais;RER A - RER D;2024-04-16T16:08:00+02:00;1;Gare de Lyon;48.84439854732548,2.375147828585711
73626;654142;6860665;;available;RapidTransit;1111;ASC 01/02;Salle d’échange RER A – Quai L14;Olympiades – Saint-Ouen;2024-04-16T16:08:00+02:00;1;Gare de Lyon;48.84439854732548,2.375147828585711
62951;633637;6844903;;available;RapidTransit;396;E-0117/08;Quai- souterrain;St Rémy;2024-04-16T16:09:00+02:00;1;Courcelle-sur-Yvette;48.700860749398615,2.098223923384739
68916;670926;6872677;;available;RapidTransit;501;2217;Quai 2 / voie 2bis;paris;2024-04-16T16:10:00+02:00;1;Villeparisis - Mitry-le-Neuf;48.95339527382786,2.603015524854868
69065;673841;6875149;;available;RapidTransit;425;2050;Quai 1 Voie 2;Paris Nord;2024-04-15T22:12:00+02:00;1;Mitry - Claye;48.97574923339876,2.642664425464986
70133;648069;6854430;;available;RapidTransit;257;FONTPBS1;Salle d échange - Quai 1;Sud;2024-04-16T16:09:00+02:00;1;Fontenay-aux-Roses;48.78786529424292,2.293162956687924
70210;650152;6855010;;available;RapidTransit;239;BAG PBS 1;Salle d échange - Quai 1;Sud;2024-04-16T16:09:00+02:00;1;Bagneux;48.79324580241138,2.3214455753299337
70210;650152;6855010;;available;RapidTransit;240;BAG PBS 2;Salle d échange - Quai 2;Nord;2024-04-16T16:09:00+02:00;1;Bagneux;48.79324580241138,2.3214455753299337
70543;651593;6857504;;available;RapidTransit;293;PMR 2 AQ-GEN2;Salle d échange - Quai 2;Nord;2024-04-16T16:09:00+02:00;1;Gentilly;48.81578488434157,2.3407767975789593
71161;651591;6860918;;available;RapidTransit;944;EQ11-A005-000000250;Queue de quai 1 Bas > SA 200 Haut > Voirie;St Rémy / Robinson;2024-04-16T16:09:00+02:00;1;Luxembourg;48.84648717963857,2.3403611764537
71410;652780;6864741;;available;RapidTransit;140;2108;Niveau -2 Eole <> Niveau +1;Niveau +1 Gare Routière;2024-04-16T16:09:00+02:00;1;Gare du Nord;48.880955082573905,2.356137437142568
72648;661648;6870402;;available;RapidTransit;489;2214;QUAI 1 VOIES 1B/2B;Paris / Province;2024-04-16T16:10:00+02:00;1;Le Blanc-Mesnil;48.93245140710236,2.4765403222364855
73547;664284;6873761;;available;RapidTransit;484;2016;Quai 2;Paris;2024-04-16T16:10:00+02:00;1;Villepinte;48.962808242537704,2.512234474521502
73568;664419;6874988;;available;RapidTransit;121;2012;Hall <> Espace Salon;;2024-04-16T16:09:00+02:00;1;Parc des Expositions;48.973849053517704,2.513974953500383
73620;651892;6861617;;available;RapidTransit;228;ASC 1 AQ-SMIB;1, rue Xavier Privat - Salle d échange - Quais;Nord / Sud;2024-04-16T16:09:00+02:00;1;Saint-Michel Notre-Dame;48.85279579845919,2.3443834422101286
74265;648491;6853709;;available;RapidTransit;332;E1862/04/01;Salle d échange - Passerelle - Quai 1 Bis;Sud;2024-04-16T16:09:00+02:00;1;Sceaux;48.78141486726375,2.2989936497384016
73753;653444;6851180;;;Tramway;1124;ASC05/ASC06 - EQ11-A005-000000372/EQ11-A005-000000373;salle d'accueil NORD / mezzanine / quai;Aéroport d'Orly;;;Porte de Thiais;48.759046487560965,2.3666739877043614
73753;653444;6851180;;;Tramway;1125;ASC07/ASC08 - EQ11-A005-000000374/EQ11-A005-000000375;transit SUD / mezzanine / quai;Saint-Denis-Pleyel;;;Porte de Thiais;48.759046487560965,2.3666739877043614
422420;638914;6856511;;available;Tramway;977;382887 - ASC.PMR 3078;Voie 1;Province;2024-04-16T16:11:00+02:00;1;Viroflay Rive Droite;48.80577812424469,2.168263692554061
63923;639143;6855957;;available;Tramway;1030;393215 - ASC.PMR 4022;Voie V2B V1IN Quai A;Paris;2024-04-16T16:09:00+02:00;1;Viroflay Rive Gauche;48.8008175765801,2.1714606334807907
72323;652061;6870776;;available;Tramway;1091;271015 - ASC.PMR 2605;Voie 3/4 - Quai 3;Province / Paris;2024-04-16T16:09:00+02:00;1;Saint-Denis;48.935171574002126,2.345652142289722
72323;652061;6870776;;available;Tramway;1093;271015 - ASC.PMR 2607;Voie 7 - Quai 5;Province;2024-04-16T16:09:00+02:00;1;Saint-Denis;48.935171574002126,2.345652142289722
65227;650785;6873371;;available;Tramway;983;271122 - ASC.PMR 2065;Quai A (BV);Paris;2024-04-16T16:11:00+02:00;1;Épinay - Villetaneuse;48.95840983032866,2.3279346256054603
72383;648849;6872972;;available;Tramway;482;2515;Quai 1 <> Hall;Paris;2024-04-16T16:10:00+02:00;1;Épinay-sur-Seine;48.954670922901705,2.301546733402669
72641;657905;6870271;;available;Tramway;413;2018;Quai 1;Aulnay;2024-04-16T16:10:00+02:00;1;Le Bourget;48.93103938762575,2.4254675081764994
60450;657829;6836288;;available;Tramway;411;5016;Voie 2;Paris;2024-04-16T16:10:00+02:00;1;Évry - Courcouronnes;48.625405362673014,2.427791286942072
60450;657829;6836288;;available;Tramway;412;5017;Voie 1;Corbeil;2024-04-16T16:10:00+02:00;1;Évry - Courcouronnes;48.625405362673014,2.427791286942072
60915;650909;6841297;;available;Tramway;849;PMR 4102;QUAI 2;PROVINCE;2024-04-16T16:11:00+02:00;1;Épinay-sur-Orge;48.66997084503815,2.3333257057943495
63244;645544;6847442;;available;Tramway;479;4211;Sortie MASSY VILMORIN;;2024-04-16T16:10:00+02:00;1;Massy - Palaiseau;48.72480971626525,2.2596886627663513
63244;645544;6847442;;available;Tramway;488;MAPA PMR7-CR237;Voirie (rue Carnot);;2013-01-16T13:10:00+01:00;1;Massy - Palaiseau;48.72480971626525,2.2596886627663513
483315;649868;6856158;;available;Metro;1034;ASC 4 - EQ11-A005-000000310;CR206;Porte de Clignancourt – L15;2023-04-30T22:10:00+02:00;1;Bagneux - Lucie Aubrac;48.80354814483759,2.3174447475670443
483315;649868;6856158;;available;Metro;1037;ASC 5 - EQ11-A003-000000306;LC57/58;Locaux techniques;2023-04-30T22:10:00+02:00;1;Bagneux - Lucie Aubrac;48.80354814483759,2.3174447475670443
71597;654010;6859852;;available;Metro;779;QDLG2;Salle d'échange-Quai 2;Nation;2024-04-16T16:07:00+02:00;1;Quai de la Gare;48.837077787012596,2.3734371974298094
70645;652856;6858167;;;Metro;1116;ASC02/ASC04 - EQ11-A005-000000359/EQ11-A005-000000361;salle d'accueil / mezzanine / quai QX2 Orly;Saint-Denis-Pleyel;;;Maison Blanche;48.82184097797359,2.357902579403502
70645;652856;6858167;;;Metro;1117;ASC05/ASC06 - EQ11-A005-000000362/EQ11-A005-000000363;voirie / salle d'accueil;;;;Maison Blanche;48.82184097797359,2.357902579403502
71785;659092;6862624;;available;Metro;737;MMON ASC 1;QX091;QUAI ARRIVEE;2024-04-16T16:08:00+02:00;1;Mairie de Montreuil;48.862349112606985,2.4424046971684503
71492;651581;6865708;;available;Metro;725;LAM1;CR203/Salle d'accès - CR211;Les 2 directions (Mairie d'Issy - Front Populaire);2024-04-16T16:08:00+02:00;1;Lamarck - Caulaincourt;48.88956194942645,2.339679111221388
72524;654660;6868403;;available;Metro;1059;ASC 3 - EQ11-A005-000000291;Quai direction Mairie d'Aubervil./ ligne de contrôle - Nord;Marie d'Aubervilliers;2024-04-16T16:08:00+02:00;1;Mairie d'Aubervilliers;48.91402109355234,2.38137969523255
71264;652183;6862222;;available;Metro;249;CHL ASC_00001;Salle d échange - Quai 1;Olympiades;2024-04-16T16:08:00+02:00;1;Châtelet;48.85825817279242,2.3482809656375117
71324;650465;6863545;;available;Metro;263;MAD ASC_00001;Surface - Salle d échange;;2024-04-16T16:08:00+02:00;1;Madeleine;48.870025864342686,2.324712501778891
71860;656312;6863700;;available;Metro;782;SAFA1;Accès rez de voirie;Salle d'accès puis escalier pour L3bis;2024-04-16T16:07:00+02:00;1;Saint-Fargeau;48.87184289742127,2.4044027559894476
71940;653856;6864899;;available;Metro;326;ASC1 AQ-JRS1 / ASC3 AQ-JRS3;Salle d échange - Quai;Barbès - Rochechouart;2024-04-16T16:07:00+02:00;1;Jaurès;48.8824539347279,2.3707913091136943
71940;653856;6864899;;available;Metro;327;ASC2 AQ-JRS2 / ASC4 AQ-JRS4;Salle d échange - Quai;Sortie uniquement;2024-04-16T16:07:00+02:00;1;Jaurès;48.8824539347279,2.3707913091136943
70657;650482;6858251;;available;Tramway;867;EQ11-A005-000000220;Quai 1 palier bas CR230;Mairie de Montrouge;2024-04-16T16:07:00+02:00;1;Porte d'Orléans;48.82241841851466,2.3255606569812146
71989;655571;6865597;;available;Tramway;761;CR 203;Voirie - Salle d'accès;De l’extérieur voirie à la SA 200;2024-04-16T16:07:00+02:00;1;Porte de Pantin;48.88885145686,2.394102678166121
72064;653012;6866595;liftFailure;notavailable;Tramway;535;asc 1;Quai 1 palier intermédiaire  CR 212;L12;2024-04-16T16:08:00+02:00;2;Porte de la Chapelle;48.897644419491485,2.3590955233336994
59836;626790;6826423;;available;RapidTransit;964;PMR 4198;Quai 1;Province;2024-04-16T16:11:00+02:00;1;Dourdan;48.5339055262394,2.0083460537842934
59836;626790;6826423;;available;RapidTransit;965;PMR 4199;Quai 2;Paris;2024-04-16T16:11:00+02:00;1;Dourdan;48.5339055262394,2.0083460537842934
60536;648894;6837513;;available;RapidTransit;1095;545202 - ASC.PMR 4614;Voie 2bis - Quai 1;Paris;2024-04-16T16:09:00+02:00;1;Saint-Michel-sur-Orge;48.63577967386309,2.306413995159187
69852;656663;6851805;liftFailure;notavailable;RapidTransit;31;4514;Passerelle <> Voies 1B/1T;Massy / Rungis / Dourdan;2024-04-16T16:10:00+02:00;2;Choisy-le-Roi;48.764891736689336,2.4103985841267215
70313;656096;6855784;;available;RapidTransit;189;4529;Rue <> Voie 2B;Pontoise / Argenteuil;2024-04-16T16:09:00+02:00;1;Vitry-sur-Seine;48.800638712923025,2.4022750461619005
70412;644268;6856690;;available;RapidTransit;1107;393082 - ASC.PMR 4612;Quai A;Province;2024-04-16T16:09:00+02:00;1;Meudon Val Fleury;48.807872869703786,2.2411346952558793
71016;645961;6859114;;available;RapidTransit;508;PMR 4531;Bureau de vente;Accès Rue / B.V.;2024-04-16T16:10:00+02:00;1;Issy Val de Seine;48.829816302035745,2.2638780990371616
71269;650514;6862495;;available;RapidTransit;918;PMR 4537;PARVIS;Accès Gare;2024-04-16T16:11:00+02:00;1;Musée d'Orsay;48.86058718023936,2.325502731906608
71274;649654;6862627;liftFailure;notavailable;RapidTransit;69;4517;Salle d'échange <> Quai B;Massy / Brétigny;2024-04-16T16:11:00+02:00;2;Invalides;48.861707596021866,2.3137658278642177
71545;649689;6866263;;available;RapidTransit;154;4527;Rue <> Bureau de vente <> Quai A;Pontoise / Argenteuil;2024-04-16T16:09:00+02:00;1;Porte de Clichy;48.894407769881894,2.313812198503361
71545;649689;6866263;;available;RapidTransit;997;EQ11-A005-000000266;CR224;;2024-04-16T16:08:00+02:00;1;Porte de Clichy;48.894407769881894,2.313812198503361
71545;649689;6866263;;available;RapidTransit;998;EQ11-A005-000000267;CR224;;2024-04-16T16:08:00+02:00;1;Porte de Clichy;48.894407769881894,2.313812198503361
72126;650208;6867338;;available;RapidTransit;1009;EQ11-A005-000000274;SA200;;2024-04-16T16:08:00+02:00;1;Saint-Ouen;48.9041150870922,2.3207643299091036
72126;650208;6867338;;available;RapidTransit;1010;EQ11-A005-000000275;SA200;;2024-04-16T16:08:00+02:00;1;Saint-Ouen;48.9041150870922,2.3207643299091036
72303;649253;6870580;;available;RapidTransit;56;2502;Voie 1;Paris / RER C Sud;2024-04-16T16:11:00+02:00;1;Gennevilliers;48.93319372048738,2.307349462843145
60542;656343;6837545;;available;RapidTransit;1098;681346 - ASC.PMR 5208;Voie 2 - Quai;Paris;2024-04-16T16:09:00+02:00;1;Orangis Bois de l'Épine;48.63661314653381,2.40750085669319
62176;670057;6829500;;available;RapidTransit;1025;682161 - ASC.PMR 5052;Quai 1;Province;2024-04-16T16:09:00+02:00;1;Cesson;48.56502807555105,2.594180076728953
66535;660701;6880549;;available;RapidTransit;1078;276246 - ASC.PMR 2603;Voie 2 - Quai 2;Paris;2024-04-16T16:09:00+02:00;1;Goussainville;49.023636038030666,2.4626728604495263
73625;657926;6855849;;available;RapidTransit;544;5107;Quai 3;Paris;2024-04-16T16:11:00+02:00;1;Maisons-Alfort - Alfortville;48.801345273254526,2.4271820162822983
462934;677223;6852287;;available;RapidTransit;118;1023;Souterrain <> Quai;Tournan;2024-04-16T16:09:00+02:00;1;Ozoir-la-Ferrière;48.77027998171709,2.6900882045624757
478733;652967;6864723;;available;RapidTransit;85;1010;Niveau Supérieur <> Passerelle Intermédiaire;Chelles/Villiers;2024-04-16T16:11:00+02:00;1;Magenta;48.880806898984474,2.3586891338578906
478733;652967;6864723;;available;RapidTransit;90;1015;Passerelle Intermédiaire <> Voies 51/53;Chelles / Villiers;2024-04-16T16:11:00+02:00;1;Magenta;48.880806898984474,2.3586891338578906
67839;674288;6855085;;available;RapidTransit;156;1024;Souterrain <> Quai;Paris;2024-04-16T16:09:00+02:00;1;Roissy-en-Brie;48.79533410710234,2.649985312088439
73097;666461;6858260;;available;RapidTransit;360;1081;Quai Tournan Voie C;Tournan;2024-04-16T16:10:00+02:00;1;Villiers-sur-Marne - Le Plessis-Trévise;48.82352875263823,2.543189265130271
73278;665227;6864879;;available;RapidTransit;349;1051;Voies A/B;Meaux;2024-04-16T16:10:00+02:00;1;Gagny;48.88298852502472,2.5258408817147933
73688;650758;6864095;;available;RapidTransit;59;1003;Cour du Havre <> Passerelle Supérieure;;2024-04-16T16:11:00+02:00;1;Haussmann Saint-Lazare;48.87499434686468,2.3286428934817898
73688;650758;6864095;;available;RapidTransit;65;1009;Terrase <> Quais 31 - 33;Chelles / Villiers;2024-04-16T16:11:00+02:00;1;Haussmann Saint-Lazare;48.87499434686468,2.3286428934817898
68407;669449;6863938;;available;LocalTrain;343;1042;Souterrain <> Voies C/D;Paris;2024-04-16T16:10:00+02:00;1;Chelles - Gournay;48.87474035757338,2.583477946662283
