ArRId;ArRVersion;ArRCreated;ArRChanged;ArRName;ArRType;ArRPublicCode;ArRXEpsg2154;ArRYEpsg2154;ZdAId;ArRGeopoint;ArRTown;ArRPostalRegion;ArRAccessibility;ArRAudibleSignals;ArRVisualSigns;ArRFareZone
472101;1392700-47923;2019-03-07T19:33:05+01:00;2022-05-24T15:28:27+02:00;Bécon les Bruyères;rail;C;646371;6867506;47923;48.90531756766978, 2.268403695974121;Courbevoie;92026;unknown;unknown;unknown;3
470604;1384374-1106614;2019-03-07T00:00:00+01:00;2022-04-26T16:54:24+02:00;Ormoy-Villers;rail;3;688184;6900109;411387;49.20059399314563, 2.837890937383541;Ormoy-Villers;60479;unknown;unknown;unknown;
471426;1399292-1533669;2019-03-07T18:37:56+01:00;2022-06-10T15:32:50+02:00;La Plaine Stade de France;rail;1B;653262;6868871;43145;48.91812954081617, 2.362254587760936;Saint-Denis;93066;unknown;unknown;unknown;2
472711;1399291-1533669;2019-03-07T20:35:40+01:00;2022-06-10T15:32:31+02:00;La Plaine Stade de France;rail;2B;653281;6868853;43145;48.91796905706154, 2.362515816535762;Saint-Denis;93066;unknown;unknown;unknown;2
41246;1096524-1119819;2014-12-29T00:00:00+01:00;2020-08-25T17:07:50+02:00;Gare de Plaisir les Clayes;rail;-;623659;6859462;43181;48.83069026880468, 1.9600576282081918;Plaisir;78490;partial;unknown;unknown;
411409;1105839-1088421;2015-01-26T00:00:00+01:00;2020-08-25T17:07:37+02:00;Drancy;rail;-;660081;6870459;43122;48.93287317075213, 2.4551533256025544;Drancy;93029;partial;unknown;unknown;
412829;1107607-1103098;2015-02-18T00:00:00+01:00;2020-08-25T17:02:16+02:00;Antony;rail;-;648611;6850733;43066;48.754659630560816, 2.3009912069392304;Antony;92002;partial;unknown;unknown;
41041;1097203-1097248;2014-12-29T00:00:00+01:00;2020-08-25T16:57:50+02:00;Gare de Provins;rail;-;722350;6828427;47181;48.55568699976346, 3.3028635799456305;Provins;77379;partial;unknown;unknown;
41124;1092737-1098524;2014-12-29T00:00:00+01:00;2020-08-25T16:54:18+02:00;Gare de Mériel;rail;-;641944;6886737;47585;49.077856173034895, 2.2053855560686864;Mériel;95392;partial;unknown;unknown;
41175;1099956-1099980;2014-12-29T00:00:00+01:00;2020-08-25T16:53:15+02:00;Gare de Vaucresson;rail;-;637798;6859971;43216;48.83678718999743, 2.1525716362081124;Vaucresson;92076;partial;unknown;unknown;
470748;1073581-1106605;2019-03-07T18:00:25+01:00;2020-08-25T16:17:02+02:00;Mareil-sur-Mauldre;rail;2;617288;6866476;46884;48.89297575959237, 1.871904339357298;Mareil-sur-Mauldre;78368;partial;unknown;unknown;5
470924;1074248-1347557;2019-03-07T18:08:31+01:00;2020-08-25T16:05:51+02:00;Paris Gare de Lyon;rail;2;654050;6860576;470195;48.84359161399172, 2.373903922314229;Paris 12e;75112;partial;unknown;unknown;1
472553;1080741-1096761;2019-03-07T20:19:04+01:00;2020-08-25T15:51:40+02:00;Le Perray;rail;1B;615848;6844299;43235;48.69335656299882, 1.8566464919869856;Le Perray-en-Yvelines;78486;partial;unknown;unknown;5
471703;1077285-47897;2019-03-07T18:58:05+01:00;2020-08-25T15:50:21+02:00;Cergy Saint-Christophe;rail;1;629426;6883732;47897;49.049579505211035, 2.0345572953432303;Cergy;95127;partial;unknown;unknown;5
470682;1073337-1100033;2019-03-07T17:57:36+01:00;2020-08-25T15:47:55+02:00;Verneuil-l'Étang;rail;1;687076;6838294;47187;48.64469447979326, 2.8245739288602953;Verneuil-l'Étang;77493;partial;unknown;unknown;5
471393;1076037-1347557;2019-03-07T18:35:44+01:00;2020-08-25T15:44:29+02:00;Paris Gare de Lyon;rail;A;654230;6860583;470195;48.843667375444426, 2.3763556738856657;Paris 12e;75112;partial;unknown;unknown;1
471444;1076239-1119796;2019-03-07T18:39:08+01:00;2020-08-25T15:44:12+02:00;Orgerus - Béhoust;rail;1;604772;6859289;47921;48.82662084205501, 1.7028394792496182;Orgerus;78465;partial;unknown;unknown;5
471941;1078236-1106631;2019-03-07T19:17:49+01:00;2020-08-25T15:43:10+02:00;Melun;rail;1C;674484;6825287;47909;48.527319573099085, 2.6544286230167025;Melun;77288;partial;unknown;unknown;5
472994;1082552-1119602;2019-03-07T21:08:09+01:00;2020-08-25T15:37:13+02:00;Franconville - Le Plessis-Bouchard;rail;1;643957;6877359;43126;48.99371030309702, 2.2341708177722426;Franconville;95252;partial;unknown;unknown;4
471778;1202703-1179883;2019-03-07T00:00:00+01:00;2020-07-17T14:50:40+02:00;Péreire Levallois;rail;2;648616;6865345;44314;48.88606783368491, 2.299289499525761;Paris 17e;75117;unknown;unknown;unknown;1
479047;1187097-1187056;2020-02-29T08:03:32+01:00;2020-02-29T08:05:29+01:00;Paris Bercy Bourgogne - Pays d'Auvergne;rail;S;654888;6859972;479035;48.838219014751, 2.3853857620317904;Paris 12e;75112;unknown;unknown;unknown;1
479045;1187089-1187056;2020-02-29T08:03:27+01:00;2020-02-29T08:05:29+01:00;Paris Bercy Bourgogne - Pays d'Auvergne;rail;R;654904;6859971;479035;48.83821114147062, 2.3856038461994022;Paris 12e;75112;unknown;unknown;unknown;1
472064;1078744-1533674;2019-03-07T19:29:11+01:00;2020-01-10T15:22:33+01:00;Étampes;rail;3;637877;6815526;43080;48.437039185911686, 2.1600808079105014;Étampes;91223;partial;unknown;unknown;5
470824;1073859-1533674;2019-03-07T18:03:52+01:00;2020-01-10T15:22:33+01:00;Étampes;rail;1;637855;6815523;43080;48.43701009277306, 2.1597838161887473;Étampes;91223;partial;unknown;unknown;5
472036;1078628-58572;2019-03-07T19:26:31+01:00;2019-12-18T10:10:26+01:00;Magenta;rail;54;652986;6864712;58572;48.88070936654644, 2.358949411544883;Paris 10e;75110;partial;unknown;unknown;1
472226;1158436-1533667;2019-03-07T00:00:00+01:00;2019-09-30T13:59:58+02:00;Aéroport CDG 1 (Terminal 3);rail;21;667910;6878968;462398;49.009820748820935, 2.5613578587549837;Tremblay-en-France;93073;unknown;unknown;unknown;5
474051;1107272-661083;2019-03-27T09:50:53+01:00;2019-08-07T10:55:08+02:00;Nanterre - Préfecture;rail;1;643027;6866494;43169;48.89592994146117, 2.222924219566605;Nanterre;92050;partial;unknown;unknown;3
472770;1085607-1119544;2019-03-07T00:00:00+01:00;2019-07-10T14:25:42+02:00;Breuillet - Bruyères-le-Châtel;rail;1;640415;6831122;47925;48.57756922533786, 2.1922358079039737;Breuillet;91105;partial;unknown;unknown;5
472428;1080228-1490098;2019-03-07T20:05:46+01:00;2019-07-03T11:02:35+02:00;Villiers - Neauphle - Pontchartrain;rail;2;617570;6857834;46847;48.815300315525306, 1.8774255199085108;Villiers-Saint-Frédéric;78683;partial;unknown;unknown;5
470968;1074411-1490098;2019-03-07T18:10:42+01:00;2019-07-03T11:02:34+02:00;Villiers - Neauphle - Pontchartrain;rail;1;617592;6857853;46847;48.81547398792231, 1.8777214096205743;Villiers-Saint-Frédéric;78683;partial;unknown;unknown;5
472903;1082182-1115707;2019-03-07T20:57:35+01:00;2019-07-03T11:02:27+02:00;Marolles-en-Hurepoix;rail;1B;647689;6829730;43159;48.565676624075856, 2.291009568099697;Marolles-en-Hurepoix;91376;partial;unknown;unknown;5
472794;1081728-57674;2019-03-07T20:45:04+01:00;2019-07-03T11:02:22+02:00;Petit Jouy Les Loges;rail;1;637306;6852732;57674;48.77163838528685, 2.1469269933570514;Jouy-en-Josas;78322;partial;unknown;unknown;4
472106;1078926-1119885;2019-03-07T19:33:45+01:00;2019-07-03T11:02:18+02:00;Villiers-le-Bel - Gonesse - Arnouville;rail;B;657264;6877246;43222;48.99371695876953, 2.4160151064974373;Arnouville;95019;partial;unknown;unknown;4
472747;1081540-58498;2019-03-07T20:39:39+01:00;2019-07-03T11:02:14+02:00;Rosa Parks;rail;1;654094;6866459;58498;48.89649949293913, 2.373867813628807;Paris 19e;75119;partial;unknown;unknown;1
472358;1138339-1072101;2019-03-07T00:00:00+01:00;2019-07-03T10:47:12+02:00;Invalides;rail;2;649565;6862735;470540;48.86267185892106, 2.3125399711138996;Paris 7e;75107;partial;unknown;unknown;1
41107;1119760-1119763;2014-12-29T00:00:00+01:00;2019-05-23T11:22:21+02:00;Gare de Montsoult Maffliers;rail;-;650500;6885346;43168;49.06606670904462, 2.32265040289353;Montsoult;95430;partial;unknown;unknown;
41059;1119752-1119758;2014-12-29T00:00:00+01:00;2019-05-23T11:21:10+02:00;Gare de Montry Condé;rail;-;687220;6865683;47325;48.891030931212974, 2.825712025564495;Montry;77315;partial;unknown;unknown;
41528;1119705-1119931;2014-12-29T00:00:00+01:00;2019-05-23T10:37:44+02:00;Achères Ville;rail;-;632474;6874909;46647;48.970581464511326, 2.077659328209024;Achères;78005;partial;unknown;unknown;
41346;1119586-1119595;2014-12-29T00:00:00+01:00;2019-05-21T10:48:22+02:00;Gare d'Évry Courcouronnes;rail;-;657984;6836337;47906;48.62585620408815, 2.429892286880017;Evry-Courcouronnes;91228;partial;unknown;unknown;
41192;1115728-1115726;2014-12-29T00:00:00+01:00;2019-04-19T15:48:44+02:00;Viroflay Rive Droite;rail;-;638875;6856478;46689;48.80547773148115, 2.1677483421412123;Viroflay;78686;partial;unknown;unknown;
41155;1115722-1533686;2014-12-29T00:00:00+01:00;2019-04-19T14:13:33+02:00;Mantes Station;rail;-;605954;6876724;46965;48.983567873771335, 1.715078996084686;Mantes-la-Ville;78362;partial;unknown;unknown;
41125;1115712-1119783;2014-12-29T00:00:00+01:00;2019-04-19T14:01:16+02:00;Nointel Mours;rail;-;647455;6892794;47530;49.13278346722326, 2.2800494213725973;Nointel;95452;partial;unknown;unknown;
41063;1115710-1533688;2014-12-29T00:00:00+01:00;2019-04-19T13:57:55+02:00;Nanteuil Saacy;rail;-;716072;6874913;47482;48.97396288946813, 3.2195459376866187;Saâcy-sur-Marne;77397;partial;unknown;unknown;
473993;1107052-999398;2019-03-27T09:48:22+01:00;2019-04-02T17:46:48+02:00;Châtelet - Les Halles;rail;1A;652112;6862620;45102;48.861832062729356, 2.347268479341495;Paris 1er;75101;partial;unknown;unknown;1
474004;1107094-999512;2019-03-27T09:48:50+01:00;2019-03-27T11:44:38+01:00;Val d'Europe;rail;-;683308;6861669;43213;48.854843328435884, 2.7725145296612697;Chessy;77111;partial;unknown;unknown;5
474013;1107130-1365030;2019-03-27T09:49:13+01:00;2019-03-27T11:39:33+01:00;Saint-Maur - Créteil;rail;-;661285;6856368;44801;48.806223265098275, 2.472864654965214;Saint-Maur-des-Fossés;94068;partial;unknown;unknown;3
474015;1107137-1105680;2019-03-27T09:49:17+01:00;2019-03-27T11:38:27+01:00;Saint-Germain-en-Laye;rail;4;633663;6866909;43198;48.89876494940699, 2.0951506970581537;Saint-Germain-en-Laye;78551;partial;unknown;unknown;4
412796;1108030-1105646;2015-02-18T00:00:00+01:00;2019-03-27T11:37:21+01:00;Rueil-Malmaison;rail;-;639297;6865608;58875;48.88762179281919, 2.172186489963338;Rueil-Malmaison;92063;partial;unknown;unknown;
474031;1107199-1119802;2019-03-27T09:50:03+01:00;2019-03-27T11:34:49+01:00;Palaiseau - Villebon;rail;-;643884;6845608;43175;48.70817279812219, 2.2373636910889703;Palaiseau;91477;partial;unknown;unknown;4
473901;1106701-43086;2019-03-27T09:44:40+01:00;2019-03-27T11:33:48+01:00;Orsay - Ville;rail;2;639712;6844470;43086;48.697561811655305, 2.1808291014376273;Orsay;91471;partial;unknown;unknown;5
473904;1106713-43086;2019-03-27T09:44:47+01:00;2019-03-27T11:33:48+01:00;Orsay - Ville;rail;Z;639714;6844464;43086;48.697508034405146, 2.1808571204471185;Orsay;91471;partial;unknown;unknown;5
412798;1107902-43171;2015-02-18T00:00:00+01:00;2019-03-27T11:27:03+01:00;Nanterre-Ville;rail;-;640993;6866416;43171;48.89504987423765, 2.1952039509304644;Nanterre;92050;partial;unknown;unknown;
412833;1107865-1119730;2015-02-18T00:00:00+01:00;2019-03-27T11:24:21+01:00;Massy-Palaiseau;rail;-;645494;6847541;58774;48.725695965454484, 2.2590085742235004;Massy;91377;partial;unknown;unknown;
474058;1107302-1119730;2019-03-27T09:51:13+01:00;2019-03-27T11:23:41+01:00;Massy - Palaiseau;rail;A;645567;6847488;58774;48.72522537264837, 2.259995461457507;Massy;91377;partial;unknown;unknown;4
474056;1107292-1119730;2019-03-27T09:51:07+01:00;2019-03-27T11:23:41+01:00;Massy - Palaiseau;rail;2;645556;6847495;58774;48.72528740234478, 2.259845035671657;Massy;91377;partial;unknown;unknown;4
473907;1106725-43833;2019-03-27T09:44:54+01:00;2019-03-27T11:21:49+01:00;Luxembourg;rail;-;651554;6860807;43833;48.845486178015825, 2.339869668847298;Paris 5e;75105;partial;unknown;unknown;1
412846;1107806-1107763;2015-02-18T00:00:00+01:00;2019-03-27T11:21:01+01:00;Lozère;rail;-;642076;6845371;474069;48.705881655027106, 2.2128274004976456;Palaiseau;91477;partial;unknown;unknown;
412861;1107780-1105837;2015-02-18T00:00:00+01:00;2019-03-27T11:17:46+01:00;Le Vésinet - Le-Pecq;rail;-;635647;6866791;43237;48.89790977015173, 2.1222317961469224;Le Vésinet;78650;partial;unknown;unknown;
412810;1107725-1105546;2015-02-18T00:00:00+01:00;2019-03-27T11:11:54+01:00;Fontenay-Sous-Bois;rail;-;660633;6860546;47238;48.8437576605729, 2.4636112178940737;Fontenay-sous-Bois;94033;partial;unknown;unknown;
473953;1106905-1105902;2019-03-27T09:46:42+01:00;2019-03-27T11:09:25+01:00;Fontenay-aux-Roses;rail;-;648058;6854400;43125;48.787594606583966, 2.293016898667032;Fontenay-aux-Roses;92032;partial;unknown;unknown;3
474000;1107078-1105823;2019-03-27T09:48:40+01:00;2019-03-27T10:52:27+01:00;Vincennes;rail;1;658349;6860966;43224;48.84739112120556, 2.4324400378490414;Vincennes;94080;partial;unknown;unknown;2
474045;1107248-1105640;2019-03-27T09:50:38+01:00;2019-03-27T10:50:26+01:00;Nogent-sur-Marne;rail;-;661215;6859482;47886;48.83422419617078, 2.4716278683033877;Nogent-sur-Marne;94052;partial;unknown;unknown;3
412716;1107577-1105640;2015-02-18T00:00:00+01:00;2019-03-27T10:50:15+01:00;Gare de Nogent-Sur-Marne;rail;-;661214;6859501;47886;48.834399521201625, 2.4716165548198497;Nogent-sur-Marne;94052;partial;unknown;unknown;
473947;1106883-1375630;2019-03-27T09:46:26+01:00;2019-03-27T10:48:10+01:00;La Croix de Berny;rail;-;648857;6851500;46007;48.76157725948332, 2.304239317760248;Antony;92002;partial;unknown;unknown;3
473995;1107060-1105941;2019-03-27T09:48:27+01:00;2019-03-27T10:46:50+01:00;Cité Universitaire;rail;-;651449;6858153;473843;48.82161064235874, 2.3387418343043915;Paris 14e;75114;partial;unknown;unknown;1
412839;1107549-1105941;2015-02-18T00:00:00+01:00;2019-03-27T10:46:31+01:00;Cité Universitaire;rail;-;651465;6858127;473843;48.82138258140952, 2.3389735447539244;Paris 14e;75114;partial;unknown;unknown;
412848;1106643-1105523;2015-02-18T00:00:00+01:00;2019-03-27T10:40:46+01:00;Palaiseau;rail;-;644514;6846599;47009;48.71714022466842, 2.2457991739533507;Palaiseau;91477;partial;unknown;unknown;
474053;1107280-43170;2019-03-27T09:50:58+01:00;2019-03-27T09:53:27+01:00;Nanterre - Université;rail;1;642338;6867063;43170;48.90098528540759, 2.213450008785678;Nanterre;92050;unknown;unknown;unknown;3
474046;1107252-1105643;2019-03-27T09:50:40+01:00;2019-03-27T09:53:27+01:00;Noisiel;rail;-;671867;6860450;44199;48.84348265233084, 2.6166744559652866;Noisiel;77337;unknown;unknown;unknown;5
474025;1107177-43186;2019-03-27T09:49:46+01:00;2019-03-27T09:53:27+01:00;Robinson;rail;4;647188;6853593;43186;48.780266276181074, 2.2812759438135433;Sceaux;92071;unknown;unknown;unknown;3
474002;1107086-47900;2019-03-27T09:48:45+01:00;2019-03-27T09:53:27+01:00;Val de Fontenay;rail;-;662498;6861691;47900;48.85416593129471, 2.4889110371019245;Fontenay-sous-Bois;94033;unknown;unknown;unknown;3
473972;1106979-1105921;2019-03-27T09:47:27+01:00;2019-03-27T09:53:27+01:00;Bourg-la-Reine;rail;-;649452;6853579;43097;48.780321729653785, 2.3120870236044198;Bourg-la-Reine;92014;unknown;unknown;unknown;3
473983;1107016-1119536;2019-03-27T09:47:56+01:00;2019-03-27T09:53:27+01:00;Arcueil - Cachan;rail;-;650643;6855618;43067;48.79875153096798, 2.328058546813029;Cachan;94016;unknown;unknown;unknown;3
473957;1106921-1105940;2019-03-27T09:46:52+01:00;2019-03-27T09:53:27+01:00;Gentilly;rail;-;651604;6857449;45877;48.81529108272699, 2.3409328439340635;Gentilly;94037;unknown;unknown;unknown;2
473951;1106897-1105548;2019-03-27T09:46:36+01:00;2019-03-27T09:53:27+01:00;Joinville-le-Pont;rail;2;660624;6858033;43135;48.82115716290734, 2.463710924169908;Joinville-le-Pont;94042;unknown;unknown;unknown;3
473945;1106875-1270249;2019-03-27T09:46:20+01:00;2019-03-27T09:53:27+01:00;Gif-sur-Yvette;rail;-;636445;6844568;47888;48.698130118502284, 2.1364272079563453;Gif-sur-Yvette;91272;unknown;unknown;unknown;5
473943;1106867-1105548;2019-03-27T09:46:16+01:00;2019-03-27T09:53:27+01:00;Joinville-le-Pont;rail;B;660632;6858032;43135;48.82114865821559, 2.4638199708539457;Joinville-le-Pont;94042;unknown;unknown;unknown;3
473917;1106765-44500;2019-03-27T09:45:18+01:00;2019-03-27T09:53:27+01:00;Port Royal;rail;-;651345;6860209;44500;48.84009261453741, 2.3370903525726963;Paris 5e;75105;unknown;unknown;unknown;1
473920;1106777-1106207;2019-03-27T09:45:24+01:00;2019-03-27T09:53:27+01:00;Nation;rail;-;655674;6861079;473875;48.84822886619487, 2.395978583234571;Paris 12e;75112;unknown;unknown;unknown;1
41342;1106660-1106659;2014-12-29T00:00:00+01:00;2019-03-26T14:22:58+01:00;Orangis Bois de l'Epine;rail;-;656364;6837509;48489;48.63629078915688, 2.4077963012165635;Ris-Orangis;91521;partial;unknown;unknown;
41038;1106629-1106638;2014-12-29T00:00:00+01:00;2019-03-26T14:20:01+01:00;Meaux;rail;-;690719;6873001;43161;48.956903542564945, 2.87326739595041;Meaux;77284;partial;unknown;unknown;
41159;1106636-1106635;2014-12-29T00:00:00+01:00;2019-03-26T14:19:13+01:00;Maule;rail;-;616219;6868282;46886;48.90907694152685, 1.8569726369423893;Maule;78380;partial;unknown;unknown;
41032;1106624-1106623;2014-12-29T00:00:00+01:00;2019-03-26T14:14:50+01:00;Ozoir-la-Ferrière;rail;-;677213;6852335;462901;48.77071584900915, 2.689957170866849;Ozoir-la-Ferrière;77350;partial;unknown;unknown;
41139;1106621-1106620;2014-12-29T00:00:00+01:00;2019-03-26T14:14:07+01:00;Osny;rail;-;631132;6885185;51494;49.06282856231167, 2.0576565205945045;Osny;95476;partial;unknown;unknown;
411420;1106618-1119800;2015-01-26T00:00:00+01:00;2019-03-26T14:13:33+01:00;Orry-la-Ville Coye la Forêt;rail;-;662754;6893334;411421;49.13871446266548, 2.489615124146059;Orry-la-Ville;60482;partial;unknown;unknown;
41184;1106540-1106541;2014-12-29T00:00:00+01:00;2019-03-26T11:02:30+01:00;Louveciennes;rail;-;635643;6862717;473506;48.861269565086346, 2.122794616862637;Louveciennes;78350;partial;unknown;unknown;
41012;1106465-1106464;2014-12-29T00:00:00+01:00;2019-03-26T10:58:00+01:00;Noisy le Sec;rail;-;660405;6866435;44201;48.89670727752092, 2.4599497125007894;Noisy-le-Sec;93053;partial;unknown;unknown;
411325;1106428-1097250;2015-01-26T00:00:00+01:00;2019-03-26T10:51:09+01:00;Précy sur Oise;rail;-;654608;6900593;411326;49.20344503121684, 2.377216522052136;Précy-sur-Oise;60513;partial;unknown;unknown;
41349;1106347-1106363;2014-12-29T00:00:00+01:00;2019-03-26T10:44:54+01:00;Mennecy;rail;-;658105;6830196;47899;48.5706259454653, 2.4321387283742113;Mennecy;91386;partial;unknown;unknown;
411412;1106093-46222;2015-01-26T00:00:00+01:00;2019-03-25T16:38:45+01:00;Vert-Galant;rail;-;668272;6871674;46222;48.94425052014165, 2.566852892252175;Villepinte;93078;partial;unknown;unknown;
411400;1106032-1106031;2015-01-26T00:00:00+01:00;2019-03-25T16:38:42+01:00;Parc des Expositions;rail;-;664456;6874951;47878;48.973518393698974, 2.5144834564505505;Villepinte;93078;partial;unknown;unknown;
411295;933294-1094399;2015-01-26T00:00:00+01:00;2019-03-25T16:04:36+01:00;Aéroport CDG 2 TGV;rail;-;668608;6878338;473364;49.00419038494479, 2.570945508042171;Le Mesnil-Amelot;77291;partial;unknown;unknown;
41019;1105813-47900;2014-12-29T00:00:00+01:00;2019-03-25T15:34:30+01:00;Val de Fontenay;rail;-;662521;6861683;47900;48.85409532884929, 2.489226002446715;Fontenay-sous-Bois;94033;partial;unknown;unknown;
471441;1076227-1094399;2019-03-07T18:38:57+01:00;2019-03-21T14:30:37+01:00;Aéroport Charles de Gaulle 2 (Terminal 2);rail;4;668628;6878330;473364;49.004119427011794, 2.571219449163082;Tremblay-en-France;93073;partial;unknown;unknown;5
41097;1100500-1119885;2014-12-29T00:00:00+01:00;2019-03-18T15:49:10+01:00;Gare de Villiers-le-Bel Gonesse Arnouville;rail;-;657279;6877263;43222;48.993875346310936, 2.416225137434887;Arnouville;95019;partial;unknown;unknown;
41233;1100428-1119878;2014-12-29T00:00:00+01:00;2019-03-18T15:33:33+01:00;Gare de Villepreux les Clayes;rail;-;626045;6858656;43221;48.8237202686588, 1.9926905151464176;Les Clayes-sous-Bois;78165;partial;unknown;unknown;
470893;1074130-43220;2019-03-07T18:07:06+01:00;2019-03-18T14:48:14+01:00;Versailles Château Rive Gauche;rail;1;636131;6855897;43220;48.79998672281826, 2.130465905290744;Versailles;78646;partial;unknown;unknown;4
41287;1099523-1119874;2014-12-29T00:00:00+01:00;2019-03-18T14:36:15+01:00;Gare de Vernon;rail;-;588834;6889032;59038;49.09147981857936, 1.4779800659954423;Vernon;27681;partial;unknown;unknown;
41035;1100009-1100033;2014-12-29T00:00:00+01:00;2019-03-18T14:33:22+01:00;Gare de Verneuil l'Étang;rail;-;687115;6838251;47187;48.644312992175756, 2.8251147580203084;Verneuil-l'Étang;77493;partial;unknown;unknown;
472456;1080340-47588;2019-03-07T20:08:44+01:00;2019-03-18T11:58:02+01:00;Valmondois;rail;6;641699;6888151;47588;49.09054243243497, 2.2018265959786825;Butry-sur-Oise;95120;partial;unknown;unknown;5
472533;1080655-1119847;2019-03-07T20:16:48+01:00;2019-03-15T17:56:45+01:00;Sarcelles - Saint-Brice;rail;M;653802;6877549;43190;48.99620191068222, 2.368675919787719;Saint-Brice-sous-Forêt;95539;partial;unknown;unknown;4
472780;1081670-1119841;2019-03-07T20:43:28+01:00;2019-03-15T17:41:13+01:00;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;rail;1B;629793;6854565;461504;48.7873491395755, 2.0444057315173825;Montigny-le-Bretonneux;78423;partial;unknown;unknown;5
472654;1081156-1119835;2019-03-07T20:29:17+01:00;2019-03-15T17:31:58+01:00;Saint-Ouen-l'Aumône;rail;2;634581;6883194;47599;49.04528834476887, 2.1051541183208373;Saint-Ouen-l'Aumône;95572;partial;unknown;unknown;5
41187;1098861-1119833;2014-12-29T00:00:00+01:00;2019-03-15T17:26:23+01:00;Gare de Saint-Nom-la-Bretèche Forêt de Marly;rail;-;630378;6863457;47954;48.867380974058925, 2.050912727032538;L'Étang-la-Ville;78224;partial;unknown;unknown;
41123;1098548-1098555;2014-12-29T00:00:00+01:00;2019-03-15T15:44:13+01:00;Gare de Mery sur Oise;rail;-;640894;6884560;47582;49.05818242732518, 2.1913107617181176;Méry-sur-Oise;95394;partial;unknown;unknown;
411481;1098519-1098522;2015-01-26T00:00:00+01:00;2019-03-15T15:38:36+01:00;Gare de Montargis;rail;-;680847;6767412;411482;48.0068137756194, 2.7431662361964553;Montargis;45208;partial;unknown;unknown;
41213;1098364-43163;2014-12-29T00:00:00+01:00;2019-03-15T15:03:32+01:00;Gare de Meudon Val Fleury;rail;-;644246;6856648;43163;48.80749781546386, 2.240850798587384;Meudon;92048;partial;unknown;unknown;
470767;1073655-1098337;2019-03-07T18:01:15+01:00;2019-03-15T14:57:05+01:00;Meudon;rail;2;644434;6857410;43162;48.81436227219535, 2.243300920718296;Meudon;92048;partial;unknown;unknown;3
41214;1098326-1098337;2014-12-29T00:00:00+01:00;2019-03-15T14:55:17+01:00;Gare de Meudon;rail;-;644377;6857421;43162;48.81445631962308, 2.2425292956114116;Meudon;92048;partial;unknown;unknown;
41367;1098030-1119628;2014-12-29T00:00:00+01:00;2019-03-15T10:58:06+01:00;Gare de Lieusaint Moissy;rail;-;668285;6836520;47669;48.6280892737105, 2.5696581574511494;Lieusaint;77251;partial;unknown;unknown;
41179;1097701-999515;2014-12-29T00:00:00+01:00;2019-03-14T17:12:56+01:00;Le Val d'Or;rail;-;642514;6862115;422065;48.856505793553495, 2.2165325465428105;Saint-Cloud;92064;partial;unknown;unknown;
41218;1096851-43183;2014-12-29T00:00:00+01:00;2019-03-14T11:43:54+01:00;Porchefontaine;rail;-;637761;6855506;43183;48.79662981557839, 2.1527194723196788;Versailles;78646;partial;unknown;unknown;
473007;1082604-634531;2019-03-07T21:09:44+01:00;2019-03-13T15:51:00+01:00;Pont de l'Alma;rail;1;648607;6862721;415091;48.86247024078013, 2.299484214323185;Paris 7e;75107;partial;unknown;unknown;1
41326;1096672-1119821;2014-12-29T00:00:00+01:00;2019-03-13T15:46:16+01:00;Gare de Pont de Rungis;rail;-;653907;6849976;47907;48.74825575390035, 2.3731029492146662;Thiais;94073;partial;unknown;unknown;
470841;1073923-45493;2019-03-07T18:04:38+01:00;2019-03-13T15:40:14+01:00;Pont Cardinet;rail;D;649631;6865609;45493;48.88852208434773, 2.3130987735404407;Paris 17e;75117;partial;unknown;unknown;1
471236;1075453-1119815;2019-03-07T18:26:04+01:00;2019-03-13T15:02:02+01:00;Pierrefitte - Stains;rail;2L;653810;6873732;43179;48.96188037012052, 2.3692019287703348;Pierrefitte-sur-Seine;93059;partial;unknown;unknown;4
472904;1082186-1096191;2019-03-07T20:57:42+01:00;2019-03-13T14:42:38+01:00;Le Blanc-Mesnil;rail;1;661561;6870381;46163;48.932257374687794, 2.4753548138798007;Le Blanc-Mesnil;93007;partial;unknown;unknown;3
41051;1096002-1096012;2014-12-29T00:00:00+01:00;2019-03-13T14:24:30+01:00;Gare de Lagny Thorigny;rail;-;678434;6864727;427872;48.88219938412302, 2.7059445296574896;Thorigny-sur-Marne;77464;partial;unknown;unknown;
472394;1080086-1533689;2019-03-07T20:02:06+01:00;2019-03-13T14:10:22+01:00;Persan - Beaumont;rail;7;647267;6894467;43178;49.147808976598185, 2.277259732543916;Persan;95487;partial;unknown;unknown;5
472359;1079952-1533689;2019-03-07T19:58:32+01:00;2019-03-13T14:10:22+01:00;Persan - Beaumont;rail;3;647292;6894466;43178;49.147802043023134, 2.2776024801624004;Persan;95487;partial;unknown;unknown;5
470800;1073777-1533689;2019-03-07T18:02:41+01:00;2019-03-13T14:10:22+01:00;Persan - Beaumont;rail;2;647295;6894454;43178;49.14769440552474, 2.277645099347927;Persan;95487;partial;unknown;unknown;5
41182;1095562-1095552;2014-12-29T00:00:00+01:00;2019-03-13T11:50:25+01:00;Gare de la Celle Saint-Cloud;rail;-;636753;6860632;47880;48.84262972606541, 2.138236650446053;La Celle-Saint-Cloud;78126;partial;unknown;unknown;
