ArRId;ArRVersion;ArRCreated;ArRChanged;ArRName;ArRType;ArRPublicCode;ArRXEpsg2154;ArRYEpsg2154;ZdAId;ArRGeopoint;ArRTown;ArRPostalRegion;ArRAccessibility;ArRAudibleSignals;ArRVisualSigns;ArRFareZone
470982;1074462-1091052;2019-03-07T18:11:24+01:00;2019-03-07T22:46:02+01:00;Coulommiers;rail;B;705991;6856424;43117;48.807861289956385, 3.08157417383213;Coulommiers;77131;unknown;unknown;unknown;5
470994;1074510-47897;2019-03-07T18:11:59+01:00;2019-03-07T22:46:02+01:00;Cergy Saint-Christophe;rail;2;629427;6883740;47897;49.04965154250901, 2.03456963586144;Cergy;95127;unknown;unknown;unknown;5
470961;1074387-43170;2019-03-07T18:10:21+01:00;2019-03-07T22:46:02+01:00;Nanterre Université;rail;B;642347;6867094;43170;48.90126485592303, 2.213568555581735;Nanterre;92050;unknown;unknown;unknown;3
470944;1074321-1085072;2019-03-07T18:09:31+01:00;2019-03-07T22:46:02+01:00;Athis-Mons;rail;1B;656133;6845998;46395;48.712628425612074, 2.403784708943759;Athis-Mons;91027;unknown;unknown;unknown;4
470900;1074158-1098524;2019-03-07T18:07:25+01:00;2019-03-07T22:46:02+01:00;Mériel;rail;1;641943;6886720;47585;49.077698674071094, 2.2053640154488505;Mériel;95392;unknown;unknown;unknown;5
470913;1074207-1106659;2019-03-07T18:08:02+01:00;2019-03-07T22:46:02+01:00;Orangis Bois de l'Épine;rail;2;656349;6837511;48489;48.63630773268937, 2.407585745619052;Ris-Orangis;91521;unknown;unknown;unknown;5
470881;1074080-1088421;2019-03-07T18:06:32+01:00;2019-03-07T22:46:02+01:00;Drancy;rail;2B;660054;6870443;43122;48.93272309593399, 2.454780911447345;Drancy;93029;unknown;unknown;unknown;3
470732;1073522-1119572;2019-03-07T17:59:44+01:00;2019-03-07T22:46:02+01:00;Ermont - Eaubonne;rail;5;646734;6875888;47898;48.980719629154216, 2.2723016392007573;Eaubonne;95203;unknown;unknown;unknown;4
470731;1073518-1533672;2019-03-07T17:59:42+01:00;2019-03-07T22:46:02+01:00;Sevran Beaudottes;rail;2;665196;6871987;43193;48.94690602724812, 2.524834939987082;Sevran;93071;unknown;unknown;unknown;4
470733;1073526-1098524;2019-03-07T17:59:48+01:00;2019-03-07T22:46:02+01:00;Mériel;rail;2;641954;6886715;47585;49.07765471481685, 2.205515252695922;Mériel;95392;unknown;unknown;unknown;5
470738;1073541-45453;2019-03-07T18:00:01+01:00;2019-03-07T22:46:02+01:00;Boulainvilliers;rail;2;646787;6862126;45453;48.85697174805897, 2.27475243948059;Paris 16e;75116;unknown;unknown;unknown;1
470676;1073318-1119628;2019-03-07T17:57:25+01:00;2019-03-07T22:46:02+01:00;Lieusaint - Moissy;rail;1B;668278;6836575;47669;48.628583603138665, 2.5695468927716503;Lieusaint;77251;unknown;unknown;unknown;5
470673;1073306-1119703;2019-03-07T17:57:16+01:00;2019-03-07T22:46:02+01:00;Asnières-sur-Seine;rail;15;647464;6867574;43069;48.90601919231002, 2.283304940876038;Asnières-sur-Seine;92004;unknown;unknown;unknown;3
470649;1073217-1533671;2019-03-07T17:56:13+01:00;2019-03-07T22:46:02+01:00;Mitry - Claye;rail;1;673831;6875178;43164;48.97600959817559, 2.6425260325553004;Mitry-Mory;77294;unknown;unknown;unknown;5
470868;1074028-1096095;2019-03-07T18:05:53+01:00;2019-03-07T22:46:02+01:00;Lardy;rail;2B;644958;6824727;43149;48.5204472644696, 2.254637502580316;Lardy;91330;unknown;unknown;unknown;5
470867;1074024-47900;2019-03-07T18:05:50+01:00;2019-03-07T22:46:02+01:00;Val de Fontenay;rail;E;662509;6861715;47900;48.85438240444725, 2.489058827952213;Fontenay-sous-Bois;94033;unknown;unknown;unknown;3
470860;1073994-1533685;2019-03-07T18:05:32+01:00;2019-03-07T22:46:02+01:00;Mantes-la-Jolie;rail;G;605145;6877333;43157;48.988919905305345, 1.703885344342319;Mantes-la-Ville;78362;unknown;unknown;unknown;5
470873;1074048-46222;2019-03-07T18:06:09+01:00;2019-03-07T22:46:02+01:00;Vert Galant;rail;1;668240;6871663;46222;48.944150024970114, 2.5664168651874446;Villepinte;93078;unknown;unknown;unknown;4
470843;1073931-1119885;2019-03-07T18:04:44+01:00;2019-03-07T22:46:02+01:00;Villiers-le-Bel - Gonesse - Arnouville;rail;2D;657308;6877244;43222;48.99370189971206, 2.416616543897665;Arnouville;95019;unknown;unknown;unknown;4
470845;1073939-1533684;2019-03-07T18:04:49+01:00;2019-03-07T22:46:02+01:00;Champ de Courses d'Enghien;rail;M;648188;6875744;46477;48.979543652804146, 2.2921821490684087;Soisy-sous-Montmorency;95598;unknown;unknown;unknown;4
470852;1073969-1097580;2019-03-07T18:05:08+01:00;2019-03-07T22:46:02+01:00;Saint-Cloud;rail;1;642594;6860962;43196;48.846144136464574, 2.2177662010409036;Saint-Cloud;92064;unknown;unknown;unknown;3
470850;1073961-46298;2019-03-07T18:05:03+01:00;2019-03-07T22:46:02+01:00;Les Saules;rail;1;657174;6849616;46298;48.74523848462741, 2.4175701682147794;Orly;94054;unknown;unknown;unknown;4
470836;1073903-1119599;2019-03-07T18:04:26+01:00;2019-03-07T22:46:02+01:00;Étigny - Véron;rail;2;721593;6781961;411455;48.13765880364636, 3.290284333145879;Étigny;89160;unknown;unknown;unknown;
470786;1073723-1099291;2019-03-07T18:02:04+01:00;2019-03-07T22:46:02+01:00;Seugy;rail;U;656184;6891191;47951;49.119027537296105, 2.3998091373527872;Seugy;95594;unknown;unknown;unknown;5
470788;1073731-1118687;2019-03-07T18:02:09+01:00;2019-03-07T22:46:02+01:00;Le Vert de Maisons;rail;2B;658276;6854437;464040;48.78866923382311, 2.4320851975145867;Maisons-Alfort;94046;unknown;unknown;unknown;3
470764;1073643-1099760;2019-03-07T18:01:06+01:00;2019-03-07T22:46:02+01:00;Us;rail;2;624821;6889359;47922;49.09964693159627, 1.970564946815176;Us;95625;unknown;unknown;unknown;5
470776;1073686-1347556;2019-03-07T18:01:35+01:00;2019-03-07T22:46:02+01:00;Paris Saint-Lazare;rail;26;650521;6864407;58566;48.877781910870496, 2.3253754908426214;Paris 8e;75108;unknown;unknown;unknown;1
470771;1073666-45453;2019-03-07T18:01:24+01:00;2019-03-07T22:46:02+01:00;Boulainvilliers;rail;1;646795;6862128;45453;48.856990394453554, 2.2748612161753035;Paris 16e;75116;unknown;unknown;unknown;1
470773;1073674-1533670;2019-03-07T18:01:29+01:00;2019-03-07T22:46:02+01:00;Le Bourget;rail;2;657941;6870227;43231;48.93064607815097, 2.4259632015456636;Le Bourget;93013;unknown;unknown;unknown;3
470624;1073119-1347556;2019-03-07T17:55:12+01:00;2019-03-07T22:46:02+01:00;Paris Saint-Lazare;rail;12;650437;6864355;58566;48.87730783060688, 2.3242363109573883;Paris 8e;75108;unknown;unknown;unknown;1
470623;1073115-1100299;2019-03-07T17:55:10+01:00;2019-03-07T22:46:02+01:00;Villabé;rail;2;660286;6832646;47904;48.59280136543947, 2.461465723327388;Villabé;91659;unknown;unknown;unknown;5
472934;1082308-1347556;2019-03-07T21:01:06+01:00;2019-03-07T22:46:02+01:00;Paris Saint-Lazare;rail;14;650452;6864357;58566;48.87732697028268, 2.324440584266021;Paris 8e;75108;unknown;unknown;unknown;1
472936;1082316-46482;2019-03-07T21:01:31+01:00;2019-03-07T22:46:02+01:00;Gros Noyer Saint-Prix;rail;2;645829;6877606;46482;48.99609177449091, 2.2597185835609372;Ermont;95219;unknown;unknown;unknown;4
472910;1082210-47963;2019-03-07T20:58:22+01:00;2019-03-07T22:46:02+01:00;Vaucelles;rail;2;643648;6880479;47963;49.02173683817601, 2.2295325992066517;Taverny;95607;unknown;unknown;unknown;4
472914;1082226-1087035;2019-03-07T20:58:49+01:00;2019-03-07T22:46:02+01:00;Beauvais;rail;2;633822;6925592;411317;49.42633975666285, 2.088075469138735;Beauvais;60057;unknown;unknown;unknown;
472880;1082086-1095761;2019-03-07T20:55:03+01:00;2019-03-07T22:46:02+01:00;La Frette - Montigny;rail;1;639998;6875860;43143;48.979874367245486, 2.1802873664155387;La Frette-sur-Seine;95257;unknown;unknown;unknown;4
472886;1082112-1109914;2019-03-07T20:55:41+01:00;2019-03-07T22:46:02+01:00;Villeneuve-Saint-Georges;rail;B;659265;6847977;45067;48.730632767204796, 2.446162967053998;Villeneuve-Saint-Georges;94078;unknown;unknown;unknown;4
472879;1082082-1098337;2019-03-07T20:54:55+01:00;2019-03-07T22:46:02+01:00;Meudon;rail;2B;644321;6857445;43162;48.81466728314186, 2.2417576018519916;Meudon;92048;unknown;unknown;unknown;3
472836;1081906-1098709;2019-03-07T20:49:59+01:00;2019-03-07T22:46:02+01:00;Saint-Gratien;rail;1;647706;6873986;43201;48.96369687653725, 2.285814987473109;Saint-Gratien;95555;unknown;unknown;unknown;4
472967;1082442-46298;2019-03-07T21:05:09+01:00;2019-03-07T22:46:02+01:00;Les Saules;rail;2;657164;6849591;46298;48.74501297491341, 2.4174366823936233;Orly;94054;unknown;unknown;unknown;4
472947;1082362-1091306;2019-03-07T21:02:54+01:00;2019-03-07T22:46:02+01:00;Conflans-Sainte-Honorine;rail;B;634107;6877847;47447;48.997163648010705, 2.099505040363166;Conflans-Sainte-Honorine;78172;unknown;unknown;unknown;5
411364;412184-412186;2015-01-26T15:03:48+01:00;2018-11-08T21:18:17+01:00;Gare d'Évreux-Normandie;rail;-;564684;6881435;411365;49.01855013038195, 1.1498783629249616;Évreux;27229;partial;unknown;unknown;
41215;804436-43088;2014-12-29T00:00:00+01:00;2018-05-31T16:41:40+02:00;Gare de Bellevue;rail;-;643444;6857930;43088;48.81895260340309, 2.2297508514291065;Meudon;92048;partial;unknown;unknown;
411454;412796-1119599;2015-01-26T15:09:04+01:00;2018-05-22T17:31:23+02:00;Gare d'Étigny Véron;rail;-;721558;6782008;411455;48.138082877641025, 3.2898161357996476;Étigny;89160;partial;unknown;unknown;
411448;412648-1085531;2015-01-26T15:07:49+01:00;2018-05-22T17:31:18+02:00;Gare de Voves;rail;-;597780;6798074;411449;48.2749738863689, 1.6221644422201058;Les Villages Vovéens;28422;partial;unknown;unknown;
411472;412844-1085941;2015-01-26T15:09:30+01:00;2018-05-22T17:31:05+02:00;Gare de Saint-Julien du Sault;rail;-;722566;6769662;411473;48.026952568691335, 3.3027307902083014;Saint-Julien-du-Sault;89348;partial;unknown;unknown;
411316;411804-1087035;2015-01-26T15:01:22+01:00;2018-05-22T17:30:21+02:00;Gare de Beauvais;rail;-;633861;6925601;411317;49.42642469146, 2.0886114051318536;Beauvais;60057;partial;unknown;unknown;
41299;41299-1119597;2014-12-29T15:31:51+01:00;2016-09-23T13:58:47+02:00;Gare d'Étréchy;rail;-;640479;6821782;43081;48.49356360987361, 2.1944006148955495;Étréchy;91226;partial;unknown;unknown;
41011;41011-1092575;2014-12-29T15:31:51+01:00;2016-09-23T13:56:46+02:00;Gare de Pantin;rail;-;656042;6866585;43176;48.89777642395314, 2.40042589354038;Pantin;93055;partial;unknown;unknown;
41101;41101-1347561;2014-12-29T15:31:51+01:00;2016-09-23T13:55:47+02:00;Gare de Survilliers Fosses;rail;-;665345;6888965;47958;49.099578687408844, 2.5254889880458156;Fosses;95250;partial;unknown;unknown;
41022;41022-1119886;2014-12-29T15:31:51+01:00;2016-09-23T13:55:44+02:00;Gare de Villiers-sur-Marne Plessis Trévise;rail;-;666398;6858221;43223;48.823181969134346, 2.5423429522426564;Villiers-sur-Marne;94079;partial;unknown;unknown;
41034;41034-1119576;2014-12-29T15:31:51+01:00;2016-09-23T13:54:30+02:00;Gare d'Emerainville Pontault-Combault;rail;-;671924;6856282;43074;48.806004985044304, 2.6177394528384617;Pontault-Combault;77373;partial;unknown;unknown;
41241;41241-1274425;2014-12-29T15:31:51+01:00;2016-09-16T13:25:39+02:00;Gare de Vauboyen;rail;-;640608;6851306;43215;48.75913361516463, 2.1920541781739153;Jouy-en-Josas;78322;partial;unknown;unknown;
41344;41344-1337829;2014-12-29T15:31:51+01:00;2016-09-16T13:24:55+02:00;Gare d'Évry;rail;-;659621;6837292;45745;48.63455668769616, 2.452020202753211;Evry-Courcouronnes;91228;partial;unknown;unknown;
41102;41102-1119574;2014-12-29T15:31:51+01:00;2016-09-09T13:36:13+02:00;Gare d'Ecouen - Ézanville;rail;-;653361;6880549;43073;49.02314628776816, 2.3623204008473286;Ézanville;95229;partial;unknown;unknown;
41078;41078-47522;2014-12-29T15:31:51+01:00;2016-09-09T13:36:06+02:00;Gare de Villaines;rail;-;652552;6886801;47522;49.07930171627635, 2.350556844148759;Villaines-sous-Bois;95660;partial;unknown;unknown;
41079;41079-1099291;2014-12-29T15:31:51+01:00;2016-09-09T13:31:57+02:00;Gare de Seugy;rail;-;656162;6891213;47951;49.119227210961505, 2.3995074760851556;Seugy;95594;partial;unknown;unknown;
41164;41164-1119866;2014-12-29T15:31:51+01:00;2016-08-19T18:49:43+02:00;Gare de Thun le Paradis;rail;-;620937;6879076;46902;49.00672913822948, 1.9193252838413486;Meulan-en-Yvelines;78401;partial;unknown;unknown;
41136;41136-1097649;2014-12-29T15:31:51+01:00;2016-08-19T18:44:22+02:00;Gare du Stade;rail;-;645837;6870425;43236;48.931524802812916, 2.2607537221312954;Colombes;92025;partial;unknown;unknown;
41148;41148-43160;2014-12-29T15:31:51+01:00;2016-08-19T17:01:00+02:00;Gare de Maurecourt;rail;-;631182;6876762;43160;48.98710672823299, 2.059717234827477;Andrésy;78015;partial;unknown;unknown;
41129;41129-1119837;2014-12-29T15:31:51+01:00;2016-08-19T16:59:05+02:00;Gare de Saint-Ouen-l'Aumône Liesse;rail;-;636230;6881952;43150;49.0342890568114, 2.1279089736085264;Saint-Ouen-l'Aumône;95572;partial;unknown;unknown;
41180;41180-1119857;2014-12-29T15:31:51+01:00;2016-07-08T17:05:16+02:00;Gare de Suresnes Mont Valerien;rail;-;642868;6863802;43205;48.87171052055778, 2.2211270696431447;Suresnes;92073;partial;unknown;unknown;
41389;41389-1095160;2014-12-29T15:31:51+01:00;2016-06-10T13:09:48+02:00;Gare de Montigny sur Loing;rail;-;680617;6804058;47125;48.336556922568604, 2.7384461467893515;Montigny-sur-Loing;77312;partial;unknown;unknown;
411491;413058-1088439;2015-01-26T15:11:28+01:00;2016-05-27T13:06:54+02:00;Gare de Dreux;rail;-;580169;6849135;411492;48.73122084240701, 1.3706487073466314;Dreux;28134;partial;unknown;unknown;
41195;41195-1119616;2014-12-29T15:31:51+01:00;2016-05-13T13:12:43+02:00;Gare de la Garenne Colombes;rail;-;644288;6867983;47412;48.90943768115336, 2.2399396464138155;La Garenne-Colombes;92035;partial;unknown;unknown;
41093;41093-47595;2014-12-29T15:31:51+01:00;2016-05-13T13:12:28+02:00;Gare de Pont Petit;rail;-;636480;6884874;47595;49.0605873875392, 2.1308792320617536;Saint-Ouen-l'Aumône;95572;partial;unknown;unknown;
41119;41119-47963;2014-12-29T15:31:51+01:00;2016-04-08T13:44:06+02:00;Gare de Vaucelles;rail;-;643636;6880482;47963;49.02177078637301, 2.2293718497416886;Taverny;95607;partial;unknown;unknown;
41116;41116-47920;2014-12-29T15:31:51+01:00;2016-04-08T13:31:40+02:00;Gare d'Ermont Halte;rail;-;646084;6876961;47920;48.99031729315466, 2.2632889908306875;Ermont;95219;partial;unknown;unknown;
411395;412414-1091409;2015-01-26T15:05:27+01:00;2016-03-25T13:17:18+01:00;Gare de Crepy en Valois;rail;-;691875;6903509;411396;49.23122245060688, 2.8884667809444635;Crépy-en-Valois;60176;partial;unknown;unknown;
41296;41296-1098498;2014-12-29T15:31:51+01:00;2016-02-26T13:06:01+01:00;Gare de Monnerville;rail;-;628301;6805774;43165;48.348331309864726, 2.0322498253078765;Monnerville;91414;partial;unknown;unknown;
41329;41329-44787;2014-12-29T15:31:51+01:00;2016-01-22T13:16:52+01:00;Gare de Rungis la Fraternelle;rail;-;652405;6849102;44787;48.74028249869987, 2.3527782034475773;Rungis;94065;partial;unknown;unknown;
41054;41054-1307330;2014-12-29T15:31:51+01:00;2015-01-26T17:22:12+01:00;Gare de Chauffry;rail;-;712835;6856815;47931;48.8112855954796, 3.1747834308120133;Saint-Siméon;77436;partial;unknown;unknown;
411380;412340-1090867;2015-01-26T15:04:55+01:00;2015-01-26T15:04:55+01:00;Gare de Chézy sur Marne;rail;-;726661;6876941;411381;48.991848362887204, 3.3643111347910564;Chézy-sur-Marne;02186;partial;unknown;unknown;
471630;1076979-1084944;2019-03-07T18:52:21+01:00;2023-04-21T15:38:16+02:00;Ablon;rail;1B;657334;6847447;46387;48.725741253296825, 2.4199627577684457;Ablon-sur-Seine;94001;unknown;unknown;unknown;4
41311;1115702-1084944;2014-12-29T00:00:00+01:00;2023-04-21T15:37:40+02:00;Ablon;rail;-;657319;6847444;46387;48.72571781013307, 2.419765889491916;Ablon-sur-Seine;94001;unknown;unknown;unknown;
487010;1462271-1539835;2023-04-20T10:04:40+02:00;2023-04-20T10:05:35+02:00;Nanterre La Folie;rail;F;643296;6866655;487011;48.897401475879015, 2.2265714663794856;Nanterre;92050;unknown;unknown;unknown;3
411347;1549502-1549501;2015-01-26T15:02:35+01:00;2024-02-09T13:09:46+01:00;Gare de Lavilletertre;rail;-;621319;6900844;411348;49.20247773565041, 1.9204809006461165;Lavilletertre;60356;partial;unknown;unknown;
473975;1491195-1105883;2019-03-27T09:47:34+01:00;2023-08-09T16:02:43+02:00;Bures-sur-Yvette;rail;-;638511;6844344;43103;48.69631539274705, 2.164529680339737;Bures-sur-Yvette;91122;partial;unknown;unknown;5
487015;1462289-1539835;2023-04-20T10:04:44+02:00;2023-04-20T10:05:35+02:00;Nanterre La Folie;rail;B;643294;6866689;487011;48.897707042790294, 2.226539646182536;Nanterre;92050;unknown;unknown;unknown;3
487013;1462281-1539835;2023-04-20T10:04:42+02:00;2023-04-20T10:05:35+02:00;Nanterre La Folie;rail;D;643293;6866672;487011;48.89755408317405, 2.2265282784872804;Nanterre;92050;unknown;unknown;unknown;3
471064;1074790-1347556;2019-03-07T18:15:59+01:00;2023-02-27T13:25:21+01:00;Paris Saint-Lazare;rail;22;650492;6864407;58566;48.877779682087755, 2.3249801077930425;Paris 8e;75108;unknown;unknown;unknown;1
41144;1088954-1088844;2014-12-29T00:00:00+01:00;2020-08-25T17:02:51+02:00;Gare de Chars;rail;-;622444;6896439;47930;49.163018102466864, 1.9367208252270514;Chars;95142;partial;unknown;unknown;
412838;1105939-1105940;2015-02-18T00:00:00+01:00;2020-08-25T16:50:55+02:00;Gentilly;rail;-;651610;6857435;45877;48.81517019505304, 2.3410288841878226;Gentilly;94037;partial;unknown;unknown;
412808;1106452-1106207;2015-02-18T00:00:00+01:00;2020-08-25T16:19:12+02:00;Nation;rail;-;655669;6861086;473875;48.84829598356938, 2.395912395305276;Paris 12e;75112;partial;unknown;unknown;
472476;1080422-43160;2019-03-07T20:10:49+01:00;2020-08-25T15:59:59+02:00;Maurecourt;rail;1;631175;6876708;43160;48.98661503889453, 2.0596253465146392;Andrésy;78015;partial;unknown;unknown;5
471598;1076849-1106600;2019-03-07T18:49:48+01:00;2020-08-25T15:59:41+02:00;Malesherbes;rail;A;655578;6799454;411485;48.293898738836255, 2.4010401660502994;Le Malesherbois;45191;partial;unknown;unknown;
471119;1074997-58498;2019-03-07T18:19:10+01:00;2020-08-25T15:53:15+02:00;Rosa Parks;rail;2;654103;6866445;58498;48.896374238229235, 2.373992077276676;Paris 19e;75119;partial;unknown;unknown;1
470907;1074188-1347557;2019-03-07T18:07:47+01:00;2020-08-25T15:52:36+02:00;Paris Gare de Lyon;rail;D;654218;6860573;470195;48.843576592660334, 2.376193249733447;Paris 12e;75112;partial;unknown;unknown;1
471361;1075924-1110009;2019-03-07T18:33:39+01:00;2020-08-25T15:48:12+02:00;Viry-Châtillon;rail;2;654860;6841930;43225;48.675952252490355, 2.3869127819697677;Viry-Châtillon;91687;partial;unknown;unknown;4
471211;1075353-1090150;2019-03-07T18:24:36+01:00;2020-08-25T15:44:22+02:00;Paris Est;rail;19;653106;6864466;470519;48.87850590550109, 2.3606127377095834;Paris 10e;75110;partial;unknown;unknown;1
472870;1082046-1092575;2019-03-07T20:53:55+01:00;2020-08-25T15:44:16+02:00;Pantin;rail;D;656096;6866626;43176;48.8981409064518, 2.4011556298011736;Pantin;93055;partial;unknown;unknown;2
472714;1081398-1106631;2019-03-07T20:36:01+01:00;2020-08-25T15:43:15+02:00;Melun;rail;1;674452;6825335;47909;48.527750102936196, 2.6539923937100105;Melun;77288;partial;unknown;unknown;5
412806;1107630-45873;2015-02-18T00:00:00+01:00;2020-02-06T17:02:00+01:00;Auber;rail;-;650824;6863808;45873;48.87242297274265, 2.3295766645555775;Paris 9e;75109;partial;unknown;unknown;
471897;1078058-1533674;2019-03-07T19:13:59+01:00;2020-01-10T15:22:33+01:00;Étampes;rail;2;637852;6815528;43080;48.43705478482757, 2.1597425391553626;Étampes;91223;partial;unknown;unknown;5
473922;1106785-1338599;2019-03-27T09:45:28+01:00;2019-11-20T14:54:27+01:00;Charles de Gaulle - Etoile;rail;-;648303;6864028;58759;48.87419944708082, 2.295181727350856;Paris 17e;75117;partial;unknown;unknown;1
470716;1073466-47905;2019-03-07T17:59:00+01:00;2019-07-03T11:02:21+02:00;Bouray;rail;2B;647583;6826095;47905;48.53297050374826, 2.2900159515844836;Lardy;91330;partial;unknown;unknown;5
472432;1080244-1243160;2019-03-07T20:06:14+01:00;2019-07-03T11:02:16+02:00;Chamarande;rail;2B;642031;6824050;47927;48.51410226165117, 2.215094605297109;Chamarande;91132;partial;unknown;unknown;5
471964;1078332-1243160;2019-03-07T19:19:58+01:00;2019-07-03T11:02:11+02:00;Chamarande;rail;1B;642040;6824039;47927;48.51400411726477, 2.2152179382958557;Chamarande;91132;partial;unknown;unknown;5
472193;1138349-1072101;2019-03-07T00:00:00+01:00;2019-07-03T10:47:37+02:00;Invalides;rail;3;649565;6862753;470540;48.86283372965072, 2.312537835095203;Paris 7e;75107;partial;unknown;unknown;1
471812;1138321-1119870;2019-03-07T00:00:00+01:00;2019-07-03T10:43:07+02:00;Vanves - Malakoff;rail;2;648022;6857841;43214;48.81853757366823, 2.292107062937049;Vanves;92075;partial;unknown;unknown;2
471732;1138300-45705;2019-03-07T00:00:00+01:00;2019-07-03T10:41:30+02:00;Musée d'Orsay;rail;4;650601;6862456;45705;48.86024313640319, 2.3266930223743656;Paris 7e;75107;partial;unknown;unknown;1
471855;1138225-1119578;2019-03-07T00:00:00+01:00;2019-07-03T10:18:15+02:00;Épinay - Villetaneuse;rail;2;650878;6873272;43078;48.95752672851241, 2.3292160289358863;Épinay-sur-Seine;93031;partial;unknown;unknown;3
477108;1136324-1086377;2019-07-02T08:04:12+02:00;2019-07-02T08:11:58+02:00;Corbeil-Essonnes;rail;16;661075;6834900;43115;48.613123951962294, 2.471960096664342;Corbeil-Essonnes;91174;unknown;unknown;unknown;5
41360;1109915-1109914;2014-12-29T00:00:00+01:00;2019-04-08T16:07:10+02:00;Gare de Villeneuve-Saint-Georges;rail;-;659261;6847959;45067;48.730470673578964, 2.446121177587116;Villeneuve-Saint-Georges;94078;partial;unknown;unknown;
41339;1109905-1109904;2014-12-29T00:00:00+01:00;2019-04-08T16:05:54+02:00;Vigneux-sur-Seine;rail;-;656882;6845506;45735;48.7082538133621, 2.414026167997607;Vigneux-sur-Seine;91657;partial;unknown;unknown;
41049;1109867-1119868;2014-12-29T00:00:00+01:00;2019-04-08T16:02:04+02:00;Vaires Torcy;rail;-;673435;6863973;43211;48.875231875237006, 2.637822811359765;Vaires-sur-Marne;77479;partial;unknown;unknown;
411413;1109849-1533672;2015-01-26T00:00:00+01:00;2019-04-08T16:00:00+02:00;Sevran-Beaudottes;rail;-;665180;6872010;43193;48.947116491172906, 2.524617302605655;Sevran;93071;partial;unknown;unknown;
471719;1077349-999398;2019-03-07T18:59:22+01:00;2019-04-02T17:46:48+02:00;Châtelet les Halles;rail;4;652079;6862617;45102;48.86180263009255, 2.346819035639148;Paris 1er;75101;partial;unknown;unknown;1
472996;1082560-999398;2019-03-07T21:08:24+01:00;2019-04-02T17:46:48+02:00;Châtelet les Halles;rail;3;652103;6862609;45102;48.861732472151914, 2.3471470511440757;Paris 1er;75101;partial;unknown;unknown;1
411351;1108574-45493;2015-01-26T00:00:00+01:00;2019-04-02T14:31:49+02:00;Pont Cardinet;rail;-;649643;6865586;45493;48.888320712732806, 2.3132691733705557;Paris 17e;75117;partial;unknown;unknown;
40953;1108133-999512;2014-12-29T00:00:00+01:00;2019-03-27T11:45:01+01:00;Val d'Europe;rail;-;683295;6861663;43213;48.85479353155947, 2.77233894021702;Chessy;77111;partial;unknown;unknown;
412803;1108114-1119855;2015-02-18T00:00:00+01:00;2019-03-27T11:43:21+01:00;Sucy Bonneuil;rail;-;663803;6852565;58792;48.77216697330933, 2.5074720911779305;Sucy-en-Brie;94071;partial;unknown;unknown;
474007;1107106-1119855;2019-03-27T09:48:57+01:00;2019-03-27T11:42:49+01:00;Sucy - Bonneuil;rail;-;663802;6852542;58792;48.771960058546824, 2.5074596203460646;Sucy-en-Brie;94071;partial;unknown;unknown;4
473916;1106761-1347558;2019-03-27T09:45:16+01:00;2019-03-27T11:40:35+01:00;Saint-Michel Notre-Dame;rail;-;651912;6861593;44877;48.85258146118615, 2.3446587044395932;Paris 5e;75105;partial;unknown;unknown;1
40927;1108044-1105680;2014-12-29T00:00:00+01:00;2019-03-27T11:38:50+01:00;Saint-Germain-en-Laye;rail;-;633655;6866905;43198;48.89872820121325, 2.095048211516191;Saint-Germain-en-Laye;78551;partial;unknown;unknown;
474017;1107145-1105680;2019-03-27T09:49:23+01:00;2019-03-27T11:38:27+01:00;Saint-Germain-en-Laye;rail;2;633656;6866909;43198;48.89876422802537, 2.095055224085953;Saint-Germain-en-Laye;78551;partial;unknown;unknown;4
474022;1107165-1105646;2019-03-27T09:49:39+01:00;2019-03-27T11:37:34+01:00;Rueil-Malmaison;rail;2;639324;6865604;58875;48.887588320766625, 2.1725484215028548;Rueil-Malmaison;92063;partial;unknown;unknown;3
474020;1107157-1105646;2019-03-27T09:49:32+01:00;2019-03-27T11:37:34+01:00;Rueil-Malmaison;rail;1;639314;6865623;58875;48.887758235109196, 2.172409343798963;Rueil-Malmaison;92063;partial;unknown;unknown;3
412794;1107971-43086;2015-02-18T00:00:00+01:00;2019-03-27T11:34:13+01:00;Orsay-Ville;rail;-;639705;6844462;43086;48.69749378761521, 2.180747280127773;Orsay;91471;partial;unknown;unknown;
412825;1107932-1119785;2015-02-18T00:00:00+01:00;2019-03-27T11:30:05+01:00;Noisy-Champs;rail;-;669190;6860404;58937;48.84294654669949, 2.5802071311911536;Noisy-le-Grand;93051;partial;unknown;unknown;
474050;1107268-1105608;2019-03-27T09:50:51+01:00;2019-03-27T11:28:03+01:00;Neuilly-Plaisance;rail;-;664376;6861500;43172;48.8525548349503, 2.514520349049827;Neuilly-Plaisance;93049;partial;unknown;unknown;4
474042;1107238-1105608;2019-03-27T09:50:28+01:00;2019-03-27T11:28:03+01:00;Neuilly-Plaisance;rail;-;664382;6861503;43172;48.85258214589076, 2.514601862962047;Neuilly-Plaisance;93049;partial;unknown;unknown;4
411356;1107843-43170;2015-01-26T00:00:00+01:00;2019-03-27T11:25:50+01:00;Nanterre Université;rail;-;642340;6867084;43170;48.9011743273484, 2.2134778451312536;Nanterre;92050;partial;unknown;unknown;
474063;1107322-1107763;2019-03-27T09:51:26+01:00;2019-03-27T11:20:07+01:00;Lozère;rail;-;642060;6845371;474069;48.705880211249315, 2.212608619668674;Palaiseau;91477;partial;unknown;unknown;4
